-1:47:10 | (New member) Shippo: □
1:12:44 | (New member) Cave Johnson: 💊 BAD
1:12:45 | (New member) anonEDM: 💊
1:12:45 | Ark K.: kek
1:12:46 | No Body: at least she can laugh with us like this
1:12:55 | Rowland Ernstsen: boku wa kuma kuma kumaaaaaa
1:12:57 | Herbie Cucumber: 💊AWAY
1:12:58 | (New member) Fake Name: Concerta
1:12:59 | Zaxonite: i will never take my meds never!!!
1:12:59 | (New member) CantDood: nice
1:13:02 | (New member) Mechanized Doge: sounds familiar...?
1:13:06 | (New member) afroCAN: 💊:_yah:
1:13:07 | Stuffed Potatoed: hi i am new
1:13:15 | Question Box: 💊💊💊
1:13:19 | (New member) The Pope: Just make your own
1:13:24 | (New member) Fake Name: I know that most ADHD meds are illegal in Japan
1:13:24 | (New member) BasedBug: Meds too expensive, meds away
1:13:28 | (New member) Zhnigo: understandable
1:13:29 | (New member) Theblekedet: quit taking it
1:13:31 | (New member) Matthew: Menhera bear 💊:_sprdo:
1:13:37 | (New member) Rye Mountain: Yep took concerta too, it made me sad all the time but school tests went much better
1:13:39 | (New member) CantDood: meds are not necessary
1:13:39 | (New member) JackOfAllBlades [VTuber] [Clipper] [Pogger]: No meds for me aside from some vitamins and supplements!
1:13:40 | (New member) The Pope: Aren't meds free in Japan
1:13:45 | (New member) クラガリ葉月: Now you're a famous vtuber so you can afford them.
1:13:47 | stuffed idiot: meds are a scam
1:13:54 | stuffed idiot: just use the internet
1:14:00 | (New member) Moeniki: ADHD is okay if you're a NEET
1:14:00 | Sheep: I mean, you are already done with school anyway
1:14:00 | (New member) The Flesh Is Weak: I beeleb:_sprdo:
1:14:02 | (New member) Mister Eko: Buying meds for bea!
1:14:04 | Bazaru Z: ADHD medications are among the worst
1:14:04 | (New member) LassesAffar: 3rd world healthcare 😭😭😭
1:14:06 | Question Box: @Stuffed Potatoed welcome. first take you meds before watching 💊💊
1:14:10 | Mr. Gillespie: she's ignore her ADHD
1:14:11 | (New member) Matthew: Use your dad's money to buy meds
1:14:14 | Mr. Gillespie: based
1:14:19 | (New member) Rye Mountain: Adhd gets easier when you get older I think
1:14:22 | (New member) Firstname Lastname: Bea...
1:14:24 | (New member) CantDood: lmaooo
1:14:26 | Herbie Cucumber: MISTAKES AWAY
1:14:26 | (New member) The Flesh Is Weak: wise Bea
1:14:31 | (New member) BasedBug: Oil Balon money all goes to meds
1:14:35 | (New member) クラガリ葉月: 心配熊！
1:14:37 | Ark K.: bruh
1:14:46 | (New member) Antonio Badilla: attention AWAY
1:14:54 | (New member) imalittle cupcake: I love my daughter just the way she is
1:15:13 | (New member) The Pope: Limb deficit, attention deficit...
1:15:14 | (New member) ラックー: Welcome to For My Family!
1:15:25 | Sheep: bros...
1:15:30 | (New member) max r: how did you lose all this stuff?!
1:15:33 | (New member) Theblekedet: bea...
1:15:33 | (New member) CantDood: pain
1:15:37 | (New member) ThatVidyaGuy: Bear...
1:15:42 | (New member) Sol Codguy: this is getting too relatable
1:15:44 | stuffed idiot: forgetful kuma...
1:15:50 | (New member) LoneRanger25: :_bea: ...
1:16:02 | (New member) LoneRanger25: Tile was made for bears like you
1:16:06 | (New member) Lazm: it is better you're trapped in the windows xp. can't lose anything. maybe it's an improvement.
1:16:07 | (New member) The Flesh Is Weak: ring?
1:16:09 | (New member) Sol Codguy: Airtags for Bea
1:16:09 | (New member) クラガリ葉月: :_bea:。。。
1:16:09 | (New member) The Pope: Just live in your room, you'll never lose anything
1:16:13 | (New member) Matthew: :_bea:...
1:16:29 | No Body: I thought she said husky lol
1:16:32 | (New member) Mister Eko: Chihiro was trying to help you...
1:16:39 | Question Box: you cant have ADHD on the internet!
1:16:55 | Sheep: lucky you
1:16:55 | Ark K.: maybe your sister trapped you in the internet to keep you safe...
1:16:56 | Herbie Cucumber: the internet itself has ADHD
1:17:03 | (New member) LoneRanger25: 30!?
1:17:04 | (New member) max r: THIRTY?!
1:17:06 | (New member) Matthew: 30... Beatani please
1:17:09 | A A: Don't travel outside Japan.
1:17:10 | (New member) Fake Name: THIRTY
1:17:10 | (New member) The Flesh Is Weak: 30:_sprdo:
1:17:11 | (New member) gyroninja: 30???
1:17:12 | No Body: Yeah Japan is pretty great I've heard when you lose things
1:17:15 | (New member) skrong: that's so many times
1:17:19 | (New member) Theblekedet: stay in japan
1:17:24 | (New member) ThatVidyaGuy: outside of Japan you would never see that wallet again
1:17:35 | (New member) Theblekedet: do not travel abroad alone
1:17:37 | (New member) CantDood: never leave japan please
1:17:43 | (New member) max r: come to brasil
1:17:47 | (New member) The Pope: Never leave Japan lol
1:17:49 | (New member) BasedBug: Five wallets..
1:17:49 | (New member) The Flesh Is Weak: Bea's wallet has been through 30 ojisans...
1:17:53 | Sheep: lol
1:17:57 | (New member) ラックー: that's a lot of wallet
1:17:59 | stuffed idiot: kuma...
1:18:00 | No Body: Jesus
1:18:01 | (New member) クラガリ葉月: 。。。
1:18:11 | (New member) Lazm: forget wallet at boyfriend's place
1:18:11 | awarmcomfybed: beartani needs stronger wallets
1:18:13 | Ark K.: rich kuma
1:18:13 | (New member) Moeniki: Losing your phone is the worst
1:18:13 | (New member) Zhnigo: beatani needs a wallet chain
1:18:23 | Question Box: dont let beatani hold your things
1:18:24 | Ark K.: oh she lost the wallets
1:18:33 | (New member) Mister Eko: maybe in japan
1:18:42 | (New member) BasedBug: On XP Hill, there's no need for wallets or keys
1:18:48 | (New member) Moeniki: How many times have you lost your keys?
1:18:48 | (New member) クラガリ葉月: It's totally a problem.
1:18:52 | awarmcomfybed: based
1:18:52 | (New member) LoneRanger25: How many times did you lose your keys?
1:18:55 | (New member) Sol Codguy: Enlightened kuma
1:19:01 | No Body: let's hope she doesn't lose her head someday..
1:19:04 | (New member) Theblekedet: zenkuma
1:19:06 | (New member) Lazm: buddhist kuma
1:19:09 | Jarrels: did lost and found know you personally?
1:19:09 | Sheep: stay safe bea
1:19:11 | (New member) Mister Eko: ARE YOU FRUSTRATED? :_sprdo:
1:19:26 | (New member) BasedBug: Where is (you)?
1:19:28 | (New member) CantDood: this stream turned inspirational all of sudden
1:19:31 | (New member) The Flesh Is Weak: my bollet:_sprdo:
1:19:33 | Bazaru Z: If I had a nickel for every time I've found my my phone in the fridge...
1:19:34 | awarmcomfybed: She's reached the pinnacle of Bear
1:19:38 | (New member) Sneed Feed: ohm kuma
1:19:52 | Ark K.: literally oh no, anyway...
1:19:52 | (New member) Mister Eko: lol
1:19:53 | (New member) billy joe【liar】: Magic wallet
1:19:55 | SpaceTalon: How bout using a rope to tie the wallet to something like your pants ?
1:20:01 | eeo: I don't think that's how wallets work...
1:20:01 | (New member) anonEDM: Just borrow your dads
1:20:14 | (New member) The Pope: Get some JNCO jeans with a wallet chain
1:20:19 | (New member) JackOfAllBlades [VTuber] [Clipper] [Pogger]: @SpaceTalon but what about the times she loses her pants??
1:20:19 | (New member) Sol Codguy: □
1:20:25 | No Body: it's pretty cool
1:20:28 | eeo: "oh, her again."
1:20:30 | (New member) CommanderMichael: 🚓
1:20:31 | (New member) Mister Eko: Bea... you are making them work... just use your pockets...
1:20:38 | Andrew Ryan: japan is not like usa
1:20:39 | (New member) Zhnigo: MOZHI MOZHI :_sprdo:
1:20:44 | StrangerSeen: Found by police
1:20:45 | (New member) Theblekedet: getting chummy with the cops
1:20:46 | (New member) The Flesh Is Weak: Bea will forget about her family...
1:20:49 | (New member) 77Yuja_: did you still have money in the wallet?
1:20:51 | stuffed idiot: the police work for Beatani? sasuga
1:20:59 | (New member) Sol Codguy: She had even more money in her wallet
1:21:01 | VerticalCloud: that's very nice
1:21:13 | (New member) Theblekedet: @The Flesh Is Weak no...
1:21:13 | (New member) BasedBug: Beatani runs the police force
1:21:15 | Question Box: cant wait to steal beatani's wallet!
1:21:19 | (New member) ThatVidyaGuy: wow
1:21:20 | (New member) Stray Wolf: idiosyncrasy of Japan is very different from the rest of the world 
1:21:23 | (New member) The Pope: The damn cops robbed her
1:21:24 | Herbie Cucumber: did the police start to recognize you?
1:21:26 | Ark K.: oh so because you're in japan, dropping your wallet is fine.
1:21:26 | (New member) クラガリ葉月: This bear is extremely lucky.
1:21:27 | (New member) Matthew: Shocking
1:21:27 | (New member) Verijero: sorry it was me
1:21:28 | Joestar: Very huh?
1:21:31 | (New member) ラックー: nice
1:21:36 | Mr. Gillespie: the bear more is expanding...
1:21:37 | (New member) 77Yuja_: amazing
1:21:38 | (New member) RBZE7: I can't even imagine finding my lost wallet untouched like that, and I live in a pretty safe country
1:21:38 | (New member) CantDood: they probably needed it no worries
1:21:39 | SpaceTalon: Very Nice!
1:21:40 | (New member) Tachi: Cops took a tip for helping you
1:21:40 | (New member) Moeniki: I wish I could lose my wallet in Japan...
1:21:41 | Mr. Gillespie: lore*
1:21:43 | (New member) The Pope: 日本すごい
1:21:50 | stuffed idiot: maybe it was the homeless dad that took it? he is in hell after all...
1:21:52 | Sheep: that wouldn't fly here in italy kek
1:21:54 | (New member) Lazm: I had a good time when I was there.
1:22:07 | awarmcomfybed: If any of us lose our wallets in Japan, we'd be screwed 
1:22:15 | (New member) Mister Eko: HOMELESS DAD LOVE
1:22:27 | (New member) BasedBug: At least it would be easy to recognize us
1:22:33 | (New member) The Flesh Is Weak: Yab...
1:22:34 | (New member) ThatVidyaGuy: Homeless dad gifted her the money back by donating from hell
1:22:38 | (New member) Matthew: Reminder to hug a homeless dad every day
1:22:38 | (New member) The Pope: Homeless Americans will eat your face
1:22:39 | (New member) max r: homesless dad!!
1:22:39 | Eric Muller: Yeah homeless in Japan are pretty chill
1:22:44 | (New member) Lazm: When you are begging, you have to be friendly. lol
1:22:44 | (New member) Mister Eko: wait what
1:22:47 | stuffed idiot: based homeless dad
1:22:47 | (New member) Mister Eko: Bea no
1:22:52 | No Body: uuuuhhh
1:22:53 | (New member) max r: in japan the homeless feed you?
1:22:56 | (New member) クラガリ葉月: ...
1:22:57 | (New member) ラックー: b-bea
1:23:00 | (New member) CantDood: □
1:23:01 | (New member) BasedBug: I think he donated a few streams ago
1:23:01 | (New member) Sol Codguy: I've always assumed Tokyo Godfathers was a documentary
1:23:02 | (New member) Theblekedet: @Lazm not necessarily lol
1:23:06 | (New member) Matthew: Stealing food from the homeless...
1:23:07 | (New member) Tachi: lol
1:23:07 | awarmcomfybed: he was trying to recruit you
1:23:08 | (New member) Mister Eko: POLICE
1:23:11 | (New member) ラックー: lol
1:23:13 | No Body: hey she's still alive
1:23:14 | Andrew Ryan: 海外のホームレスはmeds飲みすぎた Overseas homeless took too many meds
1:23:20 | Question Box: >beatani steals from the homeless
1:23:22 | Monster hmc: yabe
1:23:24 | Question Box: LETS GOOOO!!!
1:23:31 | (New member) The Pope: "Hey kid, want some candy" "Okay dayo"
1:23:32 | (New member) CantDood: gyaru Beatani sounds scary...
1:23:35 | (New member) クラガリ葉月: Being taken pity on from the homeless...
1:23:39 | VerticalCloud: you should give him some too
1:23:46 | No Body: a VTuber stole my bread let's gooooo
1:23:46 | (New member) Lazm: take food from homeless cause you lost your wallet and have no okane.
1:23:47 | (New member) hohoemikuma: !?
1:23:50 | (New member) Moeniki: Nice dad
1:23:50 | stuffed idiot: i see. the homeless dad "DONATED" some food to Beatani
1:23:50 | (New member) Tachi: Doing what on the bench?
1:23:51 | (New member) Zhnigo: bea...
1:23:52 | (New member) LoneRanger25: whatting on the bench?
1:23:55 | awarmcomfybed: "I was lost and homeless" good god bea no
1:23:55 | Andrew Ryan: based homless_man
1:23:57 | Question Box: >shiting on the bed
1:24:01 | (New member) Mister Eko: ...
1:24:03 | (New member) hohoemikuma: poor bench...
1:24:04 | CounterNexus: sitting is an unfortunate word for the japanese..
1:24:06 | (New member) The Flesh Is Weak: :_sprdo:
1:24:06 | awarmcomfybed: I'm so worried about our daughter...
1:24:09 | (New member) The Pope: Shitting on the bench, she didn't stutter
1:24:10 | (New member) BasedBug: That homeless man later became an Oil Balon
1:24:13 | Mags Durandal: Usually in America you give the homeless something
1:24:14 | No Body: but your meds
1:24:15 | (New member) Margrave: Homeless people in Japan are pretty cool. 
1:24:25 | (New member) Theblekedet: :_sprdo:heh
1:24:28 | (New member) LoneRanger25: :_yah:
1:24:35 | (New member) Lazm: Japan so friendly, the homeless feed you.
1:24:53 | Rin Reborn: So cute
1:25:04 | (New member) クラガリ葉月: 浪人ありがとう。
1:25:12 | (New member) Matthew: Getting money from police?
1:25:14 | (New member) Sol Codguy: What a story
1:25:14 | (New member) Mister Eko: >I did my best to go to the police and get some money
1:25:15 | (New member) The Flesh Is Weak: gib boney:_sprdo:
1:25:17 | Bazaru Z: Robbing the homeless, and now she robs the police
1:25:18 | (New member) Theblekedet: robbing police now?!
1:25:20 | Question Box: >the police give you money
1:25:22 | (New member) Moeniki: It seems like walking around Japan is an adventure 
1:25:22 | Question Box: how
1:25:22 | (New member) Firstname Lastname: ??
1:25:24 | (New member) ラックー: wait, what
1:25:25 | (New member) Sol Codguy: Bea runs the police
1:25:28 | Lee: When I went to Japan I dropped my passport at Shinjuku station and somehow got it back
1:25:31 | Bazaru Z: Beatani is GTA in real life
1:25:31 | (New member) BasedBug: She's too strong
1:25:32 | (New member) The Pope: She robbed the police holy shit
1:25:32 | knull: japan is great
1:25:34 | stuffed idiot: robbing the police station with your daughter LETS GOOOOO
1:25:37 | (New member) Mister Eko: Delinquent Gyaru OL Bear
1:25:50 | No Body: is this reverse GTA
1:25:50 | Sheep: quite the adventure
1:25:50 | (New member) The Flesh Is Weak: police akasupa
1:25:56 | (New member) Stray Wolf: KetAI
1:25:58 | (New member) Sol Codguy: It's like an advance. The police will just get the money back next time she loses her wallet
1:26:11 | pakkanen: Why everyone in Japan want iPhone?
1:26:11 | (New member) BasedBug: So forgetful..
1:26:11 | (New member) ThatVidyaGuy: GTA but theres no need to rob
1:26:36 | (New member) The Pope: Android kaigainiki...
1:26:38 | Andrew Ryan: uniformity?
1:26:41 | Andrew Ryan: conforming?
1:26:42 | (New member) CommanderMichael: "Japanese love...something"
1:26:43 | Sheep: because of the aesthetic
1:26:46 | (New member) Mister Eko: popular
1:26:49 | (New member) JackOfAllBlades [VTuber] [Clipper] [Pogger]: Android is□
1:26:51 | (New member) Hanabi: I wish I could still just own a flip phone they were way simpler and convenient than smartphones
1:27:02 | (New member) Mechanized Doge: I use Xiaomi. I'm too poor for Samsung and iPhone!
1:27:06 | (New member) Mister Eko: Android is cheaper...
1:27:08 | (New member) RBZE7: it's conformism yeah
1:27:09 | stuffed idiot: @Hanabi based
1:27:11 | (New member) Randel Shurker: I remember reading that Japanese like America at a rate of about 80%, What's up with that?
1:27:26 | (New member) Mister Eko: lol
1:27:31 | (New member) Sol Codguy: @Hanabi I wish the touch screen flip phones were easier to get
1:27:35 | (New member) The Pope: "Everyone wants an iPhone and I'M MAD"
1:27:37 | (New member) max r: story time with beatani
1:27:50 | (New member) The Flesh Is Weak: useless, careless, foolish:_sprdo:
1:27:51 | (New member) クラガリ葉月: Understood.
1:27:55 | Sheep: okay
1:28:01 | Eric Muller: awww, I like the careless useless bear
1:28:02 | (New member) Mechanized Doge: iPhone is for normies! Cringe!
1:28:07 | (New member) BasedBug: I had a TracFone when I was in highschool
1:28:16 | The French Fancie: I just watched your ring fit adventure vod, it was so good! 😭
1:28:20 | Andrew Ryan: dumbphone is better than smartphone
1:28:38 | (New member) Mister Eko: WHAT
1:28:43 | VerticalCloud: RIP flip phones
1:28:46 | (New member) Mister Eko: that's so sad
1:28:47 | (New member) CantDood: rip flipppies
1:28:49 | (New member) Idle Bear: Rip Motorola flip phones
1:28:50 | (New member) BasedBug: I need a smartphone for work, so I can't get an older one
1:28:53 | (New member) The Flesh Is Weak: flipphone away
1:28:54 | stuffed idiot: I have an unreasonable amount of hate for touchscreens...
1:28:55 | (New member) Tachi: The correct word would be obsolete
1:28:55 | Ark K.: rip
1:29:01 | (New member) Rye Mountain: You can still buy fliphones actually
1:29:01 | SpaceTalon: F FOR FLIPPHONES
1:29:03 | (New member) 77Yuja_: payphones...
1:29:03 | No Body: >it's been 500 million years since flip phones
1:29:04 | Sheep: 2001/2010 anime..
1:29:08 | Andrew Ryan: F
1:29:12 | (New member) Firstname Lastname: AWAY!
1:29:12 | (New member) max r: AWAY
1:29:15 | (New member) The Pope: ADHD bear off her meds
1:29:16 | (New member) Mister Eko: N-no...
1:29:16 | (New member) クラガリ葉月: Next Topic!
1:29:17 | No Body: time goes by fast...
1:29:18 | (New member) LoneRanger25: AWAY
1:29:18 | (New member) anonEDM: AWAY
1:29:19 | (New member) Stray Wolf: discontinued 
1:29:19 | (New member) Sol Codguy: AWAY
1:29:22 | (New member) BasedBug: AWAY!
1:29:24 | (New member) Matthew: Meds AWAY
1:29:25 | (New member) Fake Name: Concerta AWAY
1:29:27 | (New member) Sol Codguy: Wooo topic #4
1:29:28 | (New member) CantDood: AWAY
1:29:30 | Question Box: can't believe that bear shat out a fat log on a random bench
1:29:31 | quietly: AWAY
1:29:32 | (New member) Rye Mountain: Concerta makes you sad and grey, very cringe
1:29:34 | (New member) Zhnigo: brbrbrbrbr
1:29:35 | stuffed idiot: 90 minutes for 3 questions. HAYAI
1:29:36 | (New member) Moeniki: lol
1:29:36 | (New member) The Pope: AWAY
1:29:41 | Ark K.: *clap clap* next topic!!!
1:29:45 | (New member) Stray Wolf: 薬 away 
1:29:53 | (New member) gyroninja: rigged
1:29:58 | (New member) Mechanized Doge: the only meds you need is to hit the gym and become /fit/. (trust me)
1:29:58 | (New member) The Flesh Is Weak: prprpr
1:30:02 | (New member) Mister Eko: Comedian?
1:30:03 | (New member) クラガリ葉月: Rigged!
1:30:05 | (New member) フェットチーネ: bugged?
1:30:06 | Eric Muller: Can we get double pregnant?
1:30:07 | (New member) Hanabi: if it's giving the same results you probably need to refresh the page
1:30:08 | (New member) The Pope: John Madden brbrbrbrbrbrb
1:30:10 | (New member) BasedBug: Shinya Arino!
1:30:13 | (New member) Mister Eko: hiroyuki...
1:30:14 | (New member) Zhnigo: Pekora?
1:30:20 | (New member) Lazm: Razor Ramon Hard Gay
1:30:21 | A A: Cringe.
1:30:23 | stuffed idiot: hiroyuki!? how surprising!
1:30:24 | (New member) Verijero: and cute?
1:30:24 | SpaceTalon: ❤ ❤ ❤ HIRO ❤ ❤ ❤ 
1:30:25 | ChefHART: hiroyuki bros...
1:30:27 | (New member) Matthew: Hiroyuki :_sprdo:
1:30:27 | (New member) The Flesh Is Weak: cringe
1:30:28 | (New member) ラックー: kek
1:30:34 | Sheep: hiroyuki.....
1:30:35 | The French Fancie: he lives in France now
1:30:37 | No Body: Yeah Hiro is a joke haha
1:30:37 | pakkanen: hiromoot funny?
1:30:37 | (New member) CantDood: hirooooo
1:30:42 | Ark K.: hiroyuki is beatani's oshi?
1:30:42 | (New member) BasedBug: Do you know Yoiko?
1:30:53 | (New member) The Flesh Is Weak: not cute nor funny
1:30:55 | (New member) Antonio Badilla: Son-in-law is funny?
1:30:57 | (New member) Stray Wolf: hiro omae
1:30:59 | (New member) Moeniki: He comes off as foolish in English
1:31:00 | The French Fancie: he might live in my city...
1:31:07 | ChefHART: can us dads even compete with hiroyuki...
1:31:13 | Question Box: he had like 4k watching on his last stream if I remembered 
1:31:18 | (New member) Matthew: Did you simp for hiro?
1:31:18 | stuffed idiot: wait is hiroyuki beatani's oshi or is it listener-chan?
1:31:19 | (New member) max r: how many times did you send him spacha?
1:31:23 | (New member) CantDood: no chance dude
1:31:23 | (New member) The Pope: Bea is a Hiroyuki pay auntie...
1:31:26 | (New member) 77Yuja_: hiroyuki came to a live camera once
1:31:30 | (New member) Theblekedet: Have you donated to Hiroyuki?
1:31:33 | (New member) BasedBug: GameCenterCX is the best JP comedy show
1:31:35 | (New member) Tachi: :_yah:
1:31:38 | Sheep: send him a superchat beatani
1:31:43 | (New member) The Flesh Is Weak: :_yah:
1:31:44 | The French Fancie: damn
1:31:48 | (New member) Lazm: do you want to make hiroyuki pregnant? 🤰
1:31:52 | No Body: I mean he is kinda famous so no wonder
1:31:55 | (New member) CommanderMichael: yes
1:31:59 | Sheep: yes
1:32:04 | SpaceTalon: he better not lose his wallet then 😆
1:32:04 | Question Box: he fled to france
1:32:10 | (New member) フェットチーネ: :_yah:
1:32:11 | The French Fancie: yep lol he's escaped the law in Japan
1:32:15 | (New member) The Flesh Is Weak: Frogs...
1:32:16 | (New member) Verijero: i cant imagine hiroyuki speaking french
1:32:24 | The French Fancie: lmao
1:32:24 | SpaceTalon: based
1:32:29 | (New member) The Pope: Oui oui
1:32:29 | (New member) 77Yuja_: to flee me...
1:32:30 | (New member) Theblekedet: damn!
1:32:35 | (New member) CantDood: it's always the french
1:32:40 | No Body: step your game up, frogs
1:32:43 | Joestar: Hello Beat
1:32:44 | (New member) Mister Eko: >Flexing
1:32:45 | (New member) Atomsk: sacre bleu
1:32:47 | eeo: do french "people" even use youtube?
1:32:56 | Question Box: >hiroyuki and his 10 offshore bank accounts
1:32:57 | (New member) JackOfAllBlades [VTuber] [Clipper] [Pogger]: RIP Baguette Bois
1:32:59 | (New member) Canna: Baguette-be-gone.
1:32:59 | Sheep: they do
1:33:01 | (New member) RBZE7: wait what did we do this time
1:33:03 | (New member) The Flesh Is Weak: □:_sprdo:
1:33:04 | (New member) Sol Codguy: □
1:33:04 | (New member) CommanderMichael: 🥖
1:33:04 | (New member) BasedBug: Imagine being fr*nch
1:33:08 | (New member) Firstname Lastname: □
1:33:10 | (New member) Mister Eko: B A S E D
1:33:13 | Sheep: lol
1:33:13 | No Body: based!!!
1:33:14 | (New member) Theblekedet: □
1:33:14 | (New member) CantDood: brutal
1:33:14 | (New member) クラガリ葉月: □
1:33:14 | (New member) フェットチーネ: □
1:33:17 | (New member) ラックー: BASED
1:33:18 | (New member) Shippo: □
1:33:19 | (New member) Stray Wolf: sensen dame da 
1:33:23 | Ark K.: based
1:33:25 | (New member) CommanderMichael: □
1:33:25 | stuffed idiot: BASED
1:33:32 | (New member) billy joe【liar】: □
1:33:33 | (New member) Stray Wolf: :_sprdo:
1:33:37 | (New member) Hanabi: oh so it's like when we superchat you
1:33:38 | No Body: he also has more than enough money
1:33:40 | (New member) Fake Name: Wait hold on a second
1:33:46 | Sheep: smart
1:33:49 | Joestar: Damn didn’t have to call him useless lol
1:33:51 | S-Coma: bretty based
1:34:06 | (New member) CantDood: i mean she's not wrong
1:34:09 | (New member) RBZE7: oh hiroyuki, thought you were talking about carlos ghosn for a moment lmao
1:34:14 | (New member) The Flesh Is Weak: ask him to make your the official mascot
1:34:21 | (New member) Fake Name: Link us your favorite Hiroyuki clips
1:34:33 | (New member) max r: and nobody was surprised
1:34:49 | Sheep: rip
1:34:49 | (New member) BasedBug: Based?
1:34:51 | (New member) CantDood: ?!
1:34:53 | stuffed idiot: hiroyuki is cringe
1:34:55 | (New member) anonEDM: F
1:34:55 | (New member) Tachi: Dads... we lost...
1:34:56 | (New member) クラガリ葉月: Oof
1:34:56 | The French Fancie: ???!!
1:34:57 | (New member) Mister Eko: guru guru
1:34:58 | No Body: pfft lol he's still mad he didn't get his VTuber for free
1:34:59 | (New member) Shippo: can't believe hiromoot has killed the stream...
1:34:59 | (New member) Stray Wolf: not like this 
