-3:18 | (New member) LassesAffar: 30????
13:02 | (New member) Rye Mountain: She is eating 64 breakfasts right now
13:07 | (New member) Mister Eko: your breakfast reps...
13:09 | (New member) The Flesh Is Weak: :_listener::_handreps::_chihiro::_handreps::_listener:
13:14 | SpaceTalon: 🐻‍❄🍀🐻‍❄🍀🐻‍❄🍀🐻‍❄🍀🐻‍❄🍀🐻‍❄
13:15 | (New member) Jackku Chan: Carbs aren't that bad, what you want to avoid though are seed oils (vegetable oils) and especially processed foods (PUFA oils, trans fats, refined wheat flour)
13:25 | (New member) max r: maybe
13:29 | (New member) Antonio Badilla: is she taking a picture right now?
13:29 | (New member) ユーネ: :_kita:
13:29 | (New member) RussianAnimeBot: :_pain::_handreps:
13:31 | (New member) Voltage: :_chihiro::_chihiro::_chihiro::_chihiro::_chihiro:
13:31 | (New member) Mechanized Doge: I ate yesterday's dinner for breakfast
13:31 | (New member) Voltage: chihiro peaks whenever beatani leaves
13:31 | (New member) Steven Frati: :_yab: She didn't actually choose any contest winners yet and is doing it now :_yab:
13:32 | DZ VW: a boiled egg for breakfast, and hoping it'll keep the hunger off till dinnertime
13:32 | (New member) BasedBug: That looks tasty!
13:32 | (New member) ThePlatinumCan: :_kita::_kita::_kita:
13:34 | (New member) Mister Eko: aaaaaaaaah
13:36 | (New member) ユーネ: umai
13:37 | Sheep: it looks nice
13:40 | (New member) Zhnigo: :_oha: :_dayo: 
13:41 | (New member) anonEDM: that's not a naked listener chan
13:42 | (New member) ユーネ: すげー
13:43 | stuffed idiot: looks good
13:43 | (New member) CantDood: that looks good tho
13:43 | (New member) Mister Eko: that looks good
13:43 | (New member) Canna: Mmmmmm
13:43 | (New member) Margrave: :_sprdo:
13:44 | sleepy: konyaku in miso soup!
13:45 | (New member) Kazoo: 3 behind the grocery store out of 4 dumpsters
13:46 | (New member) Mastigos Wilkins: tastty
13:46 | SpaceTalon: Very Nice!
13:47 | (New member) Rye Mountain: Looks nice
13:47 | (New member) Antonio Badilla: cute plates
13:47 | (New member) XenMaster220: Looks Delicious.:_love:
13:47 | (New member) ThePlatinumCan: Looks very healthy
13:47 | (New member) Ekusupuroshon: DYRBI???
13:48 | (New member) ThatVidyaGuy: ooooh
13:48 | (New member) Theblekedet: looks really delicious
13:48 | (New member) Jackku Chan: Hmm.. Is that REALLY your breakfast..?
13:49 | (New member) max r: :_love:looks very good !
13:49 | Cringe Broker: nice
13:51 | (New member) Shippo: 食べたい
13:51 | (New member) Zia: Alright I apologize, it's pretty good
13:52 | (New member) 77Yuja_: fancy...
13:52 | (New member) Megiddo: yum
13:53 | (New member) LassesAffar: チュゴイ！！
13:53 | (New member) Moeniki: Oishisou!!!
13:54 | (New member) Tianfang's Adventures: nice
13:54 | (New member) ピーン祭り: 普通
13:56 | TheHighestNativeGod: A lot of veggies.... But it looks nice!
13:57 | (New member) Lodowa Wrozka: :_love:
13:59 | (New member) ユーネ: fancy
14:00 | (New member) ThatVidyaGuy: Thats great
14:00 | (New member) Ark K.: it looks better than anything i could make
14:00 | (New member) Lazm: Not today's breakfast, just a breakfast from some point in time LOL
14:01 | (New member) BasedBug: That's too healthy for me though, sorry
14:02 | (New member) Voltage: looks traditional
14:02 | (New member) gyroninja: HD breakfast
14:04 | (New member) The Flesh Is Weak: :_sprdo:sugoii
14:05 | Sheep: would eat/10
14:06 | Hakuangh: oooooh
14:06 | (New member) Ludd: looks tasty!
14:07 | (New member) max r: I love tonjiru
14:07 | cycochaos2: "simple" she says.
14:08 | (New member) Ekigo: Looks good :_love:
14:10 | Börk Börk: Looks good!
14:11 | (New member) nona: >a long time ago
14:13 | (New member) Moon Runes: Too fancy for me I had some cereal lol
14:15 | Arcus crundelic: nice
14:15 | (New member) Jackku Chan: Looks good, but a bit too salty for breakfast.
14:18 | (New member) Kazoo: that cereal has a lot of tomato in it
14:18 | sleepy: hearty breakfast
14:20 | bejad007: too healthy
14:26 | (New member) ユーネ: healthy bear...
14:29 | darukaru: That’s a pretty damn good looking breakfast 
14:30 | (New member) Megiddo: based cereal eating bear
14:31 | (New member) Lazm: Breakfast today is corn potage, monster, and cigarette.
14:33 | (New member) Ekusupuroshon: Cereal... cringe...
14:34 | (New member) Sleep: oh that looks nice
14:35 | (New member) BasedBug: Too healthy for us!
14:54 | (New member) Zhnigo: do people cut pickles lengthwise
15:01 | (New member) Antonio Badilla: no
15:02 | (New member) Sleep: beatani made that with her hands..
15:04 | (New member) Jackku Chan: Tonjiru..? 
15:05 | (New member) Margrave: No
15:05 | (New member) Shippo: i really want to eat this
15:05 | (New member) max r: yes I know it
15:05 | (New member) ThatVidyaGuy: no
15:06 | Sheep: never heard of it
15:08 | (New member) Kazoo: breakfast is day old handreps
15:08 | (New member) ThePlatinumCan: No
15:08 | SpaceTalon: its a soup?
15:09 | (New member) Theblekedet: no
15:09 | DZ VW: Japanese breakfast always look sad
15:10 | (New member) Ekusupuroshon: Pork?
15:11 | TheHighestNativeGod: No
15:14 | (New member) Mister Eko: oooh
15:18 | (New member) Jackku Chan: Miso soup type?
15:18 | (New member) ThePlatinumCan: Ahh, I see
15:24 | (New member) max r: with Pork and vegetables
15:29 | (New member) Moeniki: pork broth?
15:29 | cycochaos2: absolutely haram
15:32 | (New member) Theblekedet: nice
15:33 | bejad007: I can't eat pork.....
15:34 | (New member) Suukotto Funsha: ah, that sounds delicious
15:35 | (New member) BasedBug: This would be very fun to try
15:37 | SpaceTalon: pork LOVE
15:38 | (New member) Jackku Chan: Soo desu nee
15:41 | (New member) Mister Eko: that's a pretty big carrot
15:43 | (New member) Ludd: sounds nice
15:47 | (New member) Sleep: it looks cold
15:48 | (New member) Momiji Channel: burdock root
15:48 | (New member) Ekusupuroshon: PORK LOVE!!
15:49 | sleepy: burdock root?
15:49 | (New member) ThatVidyaGuy: sounds good
15:49 | Sheep: sounds good
15:51 | (New member) OverMagnet: Burdock
15:53 | (New member) Margrave: Pork for breakfast?
15:55 | (New member) Jackku Chan: It's not a big carrot, the bowl is just very small.
15:57 | (New member) Lodowa Wrozka: unkosher
16:00 | (New member) Kazoo: fish juice?
16:05 | (New member) Mister Eko: smol bowl...
16:07 | (New member) Jackku Chan: Remember - this is a Japanese bear portion, it's very small.
16:08 | (New member) Ekusupuroshon: Coñac?
16:09 | sleepy: konyaku is konyaku
16:09 | (New member) The Flesh Is Weak: cognac?
16:10 | SpaceTalon: wait koniak?
16:10 | (New member) Canna: Beatani cooking tutorial, when?
16:14 | (New member) Theblekedet: konjac
16:21 | (New member) Andrew: Muslim bros like "pork :_away: "
16:21 | (New member) Randel Shurker: Rice and soup. Looks nice.
16:21 | (New member) CantDood: the rice portion looks big in comparison
16:25 | (New member) Ludd: konyaku is konyaku
16:25 | (New member) Zhnigo: konyaku is a japan only thing
16:25 | sleepy: konkayu is a root
16:31 | (New member) Rye Mountain: It's a root that tastes like nothing
16:31 | (New member) Mister Eko: devil's apron?
16:32 | darukaru: yummy konjac
16:32 | (New member) TheTarkus: konyaku is konyaku
16:33 | SpaceTalon: koniak is a type of alcohol xDDD 
16:34 | Sheep: konyak
16:37 | (New member) Moon Runes: konjac
16:44 | DuenLight: breakfast today was a meatball sub 😊
16:51 | MonquSurtonpif: cognac is french brandwine
16:53 | (New member) OverMagnet: Konnyaku is the same in English
16:55 | (New member) Ark K.: devil's apron?
17:00 | (New member) Jackku Chan: The rice portion might looks sizeable, but notice that it's sunken in the bowl. You could probably empty that rice bowl in a few proper spoonfuls.
17:00 | (New member) LassesAffar: the plant is called that
17:01 | (New member) Mechanized Doge: いや、ちゃんとアジアスーパーで買いえますよ、こんやく
17:02 | (New member) BasedBug: Cognac for breakfast is pretty nuts
17:04 | (New member) Ekusupuroshon: Devil's apron sounds like a beverage name
17:07 | (New member) Kazoo: subway is slacking
17:13 | webm aristocrat: coñac
17:16 | (New member) OverMagnet: Devil's Apron is the name of the plant it's made from
17:19 | (New member) ThatVidyaGuy: Cognac for breakfast sounds like a party
17:19 | (New member) TheTarkus: bea wearing apron :_listener:
17:26 | (New member) Zhnigo: devil's apron sounds like RPG armor
17:30 | sleepy: so is this the winner?
17:39 | (New member) Theblekedet: yeah
17:48 | (New member) Kazoo: I didn't have enough rice yesterday, better have some for breakfast
17:52 | (New member) ThatVidyaGuy: This is her breakfast so I'd say she won.
17:52 | darukaru: Konjac fruit jellies are wild, like eating a rubber ball
17:52 | (New member) BasedBug: Yeah, this is the winning breakfast, rate the stream
17:56 | (New member) Megiddo: cognac is really strong, isn't it?
18:00 | (New member) Stray Wolf: devil's apron must be a special end game armor 
18:07 | DuenLight: cereal pog
18:09 | (New member) Theblekedet: RATE THE DISH
18:13 | (New member) Antonio Badilla: Is that nappa or onions?
18:13 | (New member) Ark K.: i want bea to cook me miso soup every morning.
18:13 | (New member) Jackku Chan: Does Takuya cook for Beatani...? Hmm..
18:15 | (New member) Ekusupuroshon: Based lazy bear...
18:18 | cycochaos2: cereal is best breakfast tbh
18:26 | InubaSHIRI Momiji: I had granola bars and a soda for breakfast
18:31 | Börk Börk: Konyaku and Cognac are two entirely different things
18:32 | Question Box: ^
18:38 | (New member) Lazm: Imagine Takuya serving breakfast in bed
18:39 | MaxMexMix bruh: I haven't made breakfast in years honestly
18:41 | (New member) Rye Mountain: Few cereals are healthy
18:43 | (New member) BasedBug: Caterpillar?
18:44 | (New member) Jackku Chan: Cereals are generally absolutely trash tbh
18:45 | (New member) Mastigos Wilkins: what is that
18:45 | (New member) Ekusupuroshon: aaaaaaa Bug
18:48 | (New member) The Flesh Is Weak: :_sprdo:
18:52 | (New member) LassesAffar: なんで？？？？？？
18:53 | (New member) Zia: what
18:54 | DuenLight: bug for breakfast?
18:54 | sleepy: why bring the catapillar?
18:54 | bejad007: catterpillar bro...
18:55 | Börk Börk: Haachamachama?
18:58 | (New member) Raziel: leftovers gang rise up
18:58 | (New member) Ekusupuroshon: Based Bug eat it!
18:59 | DZ VW: i had a packet of sugar for breakfast
19:00 | SpaceTalon: caterpillar?
19:00 | (New member) Tachi: :_listener:
19:04 | (New member) BasedBug: LETS GOOOOOOO
19:04 | (New member) Karren Taleb: I LOVE BEA CHAN
19:04 | (New member) Mastigos Wilkins: Waiter, waiter, there is a bug in my soup 
19:06 | (New member) Zia: Bug = more proteins
19:06 | InubaSHIRI Momiji: kawaii
19:08 | Sheep: I usually got for the biscuits+milk combo for breakfast
19:10 | (New member) Mister Eko: everyone eats bugs for breakfast, it's super healthy
19:11 | Denied: eating the bug?
19:12 | MaxMexMix bruh: I usually just force my way through till 1300 and eat then
19:12 | (New member) ThePlatinumCan: Beachama!?
19:17 | (New member) The Flesh Is Weak: IKZ:_sprdo:
19:20 | (New member) Suukotto Funsha: Why is there a bug? I'm goncerned:_sprdo:
19:22 | cycochaos2: She's going to eat the caterpillar?
19:23 | (New member) Jackku Chan: Bears do eat quite a few bugs
19:23 | (New member) BasedBug: 毛虫 is pretty based
19:23 | (New member) ThePlatinumCan: IKZ
19:27 | stuffed idiot: IKZ
19:29 | (New member) Margrave: Here we go....
19:33 | (New member) LassesAffar: we can't see
19:40 | (New member) Ekusupuroshon: what? I don't see
19:41 | bejad007: banana nana~
19:42 | (New member) Mister Eko: no image...
19:42 | (New member) Jackku Chan: Beatani we can't see...
19:43 | (New member) Theblekedet: ikz?
19:44 | (New member) Kazoo: does that bug live in your fur
19:47 | (New member) david johnston: 🍌🍌🍌
19:48 | (New member) Mister Eko: PPT...
19:50 | sleepy: ahh cerealbanana, the classic...
19:53 | (New member) TheTarkus: stream reps...
19:53 | (New member) Rye Mountain: So should we bully the submissions or not
19:55 | (New member) Ark K.: :_pain:
19:58 | (New member) Ekusupuroshon: It's the Bug!!
19:59 | stuffed idiot: ...
20:04 | (New member) Jackku Chan: How could this happen...!?
20:04 | (New member) Lodowa Wrozka: :_mug:
20:06 | cycochaos2: no pic/10
20:06 | (New member) BasedBug: 10/10 stream
20:11 | SpaceTalon: try using arrow keys Bea
20:12 | (New member) The Flesh Is Weak: :_mug::_mug:
20:14 | (New member) Lazm: At home tech support hasn't been the same since Takuya left.
20:14 | (New member) Zhnigo: PPK...
20:14 | (New member) Theblekedet: :_mug::_mug:
20:14 | InubaSHIRI Momiji: missed that one, try another
20:15 | (New member) david johnston: i say go full roast ryemountain
20:15 | (New member) Mister Eko: Power Point Kuma...
20:16 | (New member) LassesAffar: PPB
20:16 | (New member) Margrave: :_mug::_mug::_mug:
20:17 | (New member) anonEDM: :_mug:
20:18 | (New member) TheTarkus: :_mug:
20:21 | (New member) CantDood: Powerpoint-sama...
20:22 | (New member) Jackku Chan: ((It's because the slideshow view opens in a separate full-window that's not enabled in the OBS))
20:22 | Sheep: first time, understandable lol
20:26 | (New member) ThePlatinumCan: :_pain:
20:27 | webm aristocrat: 10/10
20:27 | (New member) Jackku Chan: Or whatever streaming service she uses
20:31 | (New member) Momiji Channel: :_listener:
20:41 | (New member) Kazoo: did you unplug it?
20:44 | (New member) Theblekedet: Polar bear paws please understand
20:53 | (New member) Ekusupuroshon: :_mug:
20:53 | (New member) Lazm: inb4 breakfast stream becomes CHKN stream
20:53 | SpaceTalon: @Jackku Chan sasuga
20:54 | bejad007: baggu ta
21:01 | (New member) Margrave: Stream :_handreps:...
21:12 | (New member) BasedBug: Sasuga sausage
21:13 | (New member) Steven Frati: :_pain:
21:16 | (New member) Kazoo: I am starting to think she doesn't work in an office
21:16 | DuenLight: cooking stream when
21:19 | Börk Börk: restart?
21:19 | (New member) Ark K.: based
21:23 | (New member) The Flesh Is Weak: Microsoft:_mug:
21:23 | (New member) ユーネ: :_sprdo::_sprdo::_sprdo:
21:24 | SpaceTalon: Jackku Chan explained in chat
21:27 | (New member) Mister Eko: ASMR breakfast description let's goooooooooooo
21:29 | (New member) Peer: powerpoint pls
21:29 | (New member) Moeniki: :_pain:
21:30 | (New member) Theblekedet: switch the capture target maybe?
21:31 | (New member) Lazm: This is why Bea is no longer OL.
21:32 | (New member) Steven Frati: Average Beatani Office Performance/10
21:33 | (New member) Zhnigo: The slideshow may open in a different window?
21:36 | sleepy: moshi moshi tech support?
21:37 | (New member) Andrew: >was an OL
21:37 | (New member) Nasty Yukari: OBS becomes a little autistic when trying to display certain programs
21:37 | (New member) ユーネ: :_pain:
21:43 | (New member) Stray Wolf: :_pain:
21:44 | (New member) Kazoo: :_sprdo::_mug:
21:44 | (New member) Ark K.: kek
21:47 | (New member) ThePlatinumCan: OBS-kun...
21:50 | (New member) Ekusupuroshon: Based google search
21:53 | (New member) ThatVidyaGuy: Beatani didn't take her meds so she forgot how to make a slideshow.
21:54 | (New member) Zhnigo: not OL, OB
21:57 | (New member) Ark K.: :_listener:
21:58 | (New member) Jackku Chan: Yeah, even stuff like Zoom goes crazy when you use powerpoint
22:09 | (New member) Ludd: the slideshow opens in a diffrent fullscreen-window 
22:11 | (New member) RussianAnimeBot: :_pain::_meds::_away:
22:19 | (New member) Steven Frati: RTA Streaming Viewer Submission Tech Support
22:21 | (New member) CommanderMichael: bug:_away:
22:24 | (New member) BasedBug: Breakfast AWAY
22:33 | (New member) Ark K.: bea tech tips
22:35 | (New member) Jackku Chan: It's one of those things that's pretty hard to tech-support with chat though..
22:36 | (New member) Zhnigo: :_pain: :_pain: :_pain: 
22:37 | Börk Börk: oh?
22:37 | bejad007: microsof rep...
22:43 | (New member) david johnston: obs i... :_pain:
22:44 | (New member) Lazm: She's going to need to do another RFA stream to work off these breakfasts.
22:46 | (New member) ThePlatinumCan: Beatani doing her :_handreps: during stream!
22:49 | (New member) Andrew: pov: ur in zoom school and the student finally figured out how to share her slides 
22:52 | darukaru: OL bea uooohhhh
22:57 | Question Box: OBS HATE
22:57 | (New member) Ekusupuroshon: Beatan I...
22:57 | (New member) Jackku Chan: Beatani, you can probably show the slides in edit mode instead of powerpoint slide mode.
23:03 | (New member) Steven Frati: She's just trying to bait out the dad with remote view of her desktop on XP hill
23:08 | (New member) Randel Shurker: What we're watching is proof of SOUL
23:09 | (New member) Jackku Chan: It's easier even though the images will be a bit smaller.
23:13 | InubaSHIRI Momiji: ma'am do not redeem
23:19 | TheHighestNativeGod: yab
23:27 | (New member) Ark K.: she's stalling on purpose
23:30 | Sheep: "not yab"
23:30 | (New member) Ark K.: :_chihiro:
23:32 | (New member) ThePlatinumCan: Oh no
23:33 | (New member) CantDood: :_nukutea:
23:34 | (New member) Voltage: bam bear edition
23:36 | (New member) Ekusupuroshon: not yab?? very very:_yab:
23:37 | eeo: free content
23:37 | (New member) BasedBug: She became a boomer
23:38 | (New member) Mister Eko: PP LOVE
23:40 | (New member) Kazoo: can Google slides play it?
23:41 | (New member) Voltage: :_chihiro::_chihiro::_chihiro::_chihiro::_chihiro:
23:44 | bejad007: f5 for changing PPT view
23:46 | (New member) Lazm: :_mug:Technical Difficulties:_mug:
23:54 | sleepy: let's go!
23:55 | (New member) max r: daijoubu
23:58 | Börk Börk: ikimasyou
23:58 | (New member) Steven Frati: :_pain:
24:02 | (New member) Voltage: final:_yah:or final :_yab:
24:05 | (New member) Ekusupuroshon: IKZ
