-1:34:58 | (New member) ThePlatinumCan: :_sprdo:
2:37:52 | (New member) max r: I heard if you send Bea 100 girls to peropero you will win the breakfast contest.
2:37:58 | (New member) The Flesh Is Weak: already sent over Line
2:38:22 | (New member) Mechanized Doge: 多分50分以内でコンプリート
2:38:32 | (New member) Zia: Being too nice with procrastinators..
2:38:35 | (Verified, Moderator) Streamlabs: Sех just tipped $3.00 dayo!
2:38:39 | (New member) Stray Wolf: I'll send you my submission over discord 
2:38:44 | (New member) The Flesh Is Weak: secsu...
2:38:51 | (New member) Ekusupuroshon: Check the Community post dads!
2:38:59 | (New member) Zhnigo: sekkusu-san...
2:39:17 | (New member) max r: it's in the #birthday channel on level 2
2:39:25 | (New member) Ark K.: im not much of an artist, but i tried doing the fashion contest.
2:39:43 | (New member) Ekusupuroshon: sekusu... ejected...
2:39:44 | (New member) david johnston: just the tip
2:39:46 | (New member) Raziel: #birthdaysuit
2:39:50 | (New member) LassesAffar: sekkusuchama...
2:39:59 | Aldwin Ryder: is Beatani rich yet?
2:40:04 | (New member) Zhnigo: bea has escaped sex...
2:40:22 | (New member) Antonio Badilla: Sent my images but, Risuna-chan didn't reply. Don't know if she saw it.
2:40:29 | (New member) max r: imagine
2:40:29 | (New member) BasedBug: Imagine the smell..
2:40:33 | (New member) Ekusupuroshon: Beatani smells like lemons!
2:40:48 | (New member) LassesAffar: クンカクンカべ、べあたにちゃんの匂い？？
2:41:10 | (New member) Zhnigo: someday bea will be able to read sekkusu-san's name without laughing
2:41:15 | (New member) Stray Wolf: :_sprdo:
2:41:15 | (New member) max r: please excuse him , he is a cringe otaku 
2:41:27 | パナナナダ: People pay money for sex but here sex pays you money...
2:41:47 | (New member) LassesAffar: next is breakfast contest
2:41:49 | (New member) Zia: Nothing...
2:42:00 | (New member) Ekusupuroshon: I miss her already...
2:42:11 | (New member) BasedBug: Looking forward to it! Bea bea
2:42:13 | (New member) Tuffee: :_bea::_bea:
2:42:14 | (New member) Tachi: :_bea::_bea:
2:42:16 | (New member) Rye Mountain: :_bea::_bea:
2:42:16 | (New member) Moeniki: :_bea::_bea:
2:42:17 | (New member) Ekigo: :_bea::_bea:
2:42:17 | (New member) Ekusupuroshon: :_bea::_bea:
2:42:19 | (New member) Raziel: Bye!
2:42:20 | (New member) Sol Codguy: :_bea::_bea:!
2:42:20 | (New member) Luginov: :_bea::_bea:
2:42:20 | (New member) Sleep: I miss bea..
2:42:20 | (New member) Stray Wolf: :_bea::_bea:
2:42:21 | (New member) Canna: Bea bea! 
2:42:21 | (New member) Randel Shurker: bye bye
2:42:22 | (New member) LassesAffar: :_bea::_bea:
2:42:22 | パナナナダ: Byebye
2:42:22 | (New member) Kyle: :_bea::_bea:
2:42:22 | (New member) Antonio Badilla: matane
2:42:23 | (New member) Steven Frati: :_bea::_bea:
2:42:23 | (New member) Tianfang's Adventures: bye bye
2:42:23 | (New member) gyroninja: :_bea::_bea:
2:42:23 | (New member) CommanderMichael: :_bea: :_bea: 
2:42:24 | (New member) Zhnigo: thanks for the stream! :_bea: :_bea:
2:42:24 | (New member) Ekusupuroshon: :_bea::_bea:aaaa
2:42:25 | (New member) david johnston: :_bea::_bea::_sprdo:
2:42:25 | Angius: Bea bea!
2:42:26 | (New member) Mechanized Doge: :_bea::_bea:
2:42:26 | coba cobra: bea bea!
2:42:26 | Denied: bea bea
2:42:26 | (New member) Telos: :_bea::_bea:
2:42:27 | (New member) Antonio Badilla: bea bea
2:42:27 | (New member) anonEDM: おつくま::_bea::_bea:
2:42:27 | Megumin: byee
2:42:27 | (New member) Shippo: :_bea::_bea:
2:42:28 | furank: またね
2:42:28 | (New member) Hanabi: :_bea::_bea:
2:42:29 | (New member) MBmasher: :_bea::_bea:
2:42:29 | (New member) VampirkoO: :_bea::_bea:
2:42:30 | (New member) max r: :_bea::_bea:
2:42:30 | (New member) XenMaster220: :_bea::_bea:
2:42:30 | (New member) TheNoOne: :_bea::_bea:
2:42:33 | (New member) Zia: :_bea:
2:42:34 | (New member) nona: It's over..
2:42:34 | (New member) Stray Wolf: peaking 
2:42:34 | (New member) Raziel: there she is!
2:42:35 | (New member) Ekusupuroshon: Even though I am foolish!
