-13:39 | Bob: 🍀
17:40 | RueTobas: haunted bear
17:40 | パナナナダ: he is watching your stream in heaven
17:41 | The Sword Art Online Dickriding Association: F
17:43 | BRAD AEON 720: Good morning
17:47 | hohoemikuma: F
17:49 | Shippo: F
17:52 | stuffed idiot: dying for Beatani, what a chad
17:52 | ThatVidyaGuy: F
17:53 | Alexander Holzer: Lmao
17:56 | Monster hmc: ptsd daughter
17:58 | Sol Codguy: F
18:01 | Destoroyar Fortress: It wasn't your fault bea...
18:02 | BasedBug: Uh, hello anyone watching for the first time!
18:04 | Vitz: I got a PTSD desuyo
18:05 | BRAD AEON 720: I can't believe I'm late for my daughter's stream
18:06 | Megiddo: F
18:07 | SpaceTalon: ❤ 
18:07 | Zia: Letsu go
18:09 | Rob G.: rest in peace
18:10 | Suukotto Funsha: F for Homeless dad
18:10 | Alexander Holzer: F
18:11 | CommanderMichael: F
18:11 | Hanabi: RIP - Rest In Peace
18:11 | RueTobas: Rest in Peace
18:11 | Verijero: rest in peace = rip
18:13 | Börk Börk: rest in pepperoni
18:14 | Sheep: rest in peace
18:18 | max r: will homeless dad show up again? who knows...
18:18 | Destoroyar Fortress: Rest in PEPELONI
18:21 | Mister Eko: RIP in peace!
18:23 | Verijero: rest in pepeloni
18:24 | Zia: RIP in Peace
18:24 | CantDood: rest in peperoni
18:26 | Canna: He died doing what he loved. Watching Beatani 
18:29 | hohoemikuma: ear of pepeloni
18:30 | Chloro [クロロ]: RIP dayo
18:34 | Mew: rest in peperoni
18:37 | Wayne Kerr: rest in power!
18:39 | SpaceTalon: I liked the song 🙂 
18:40 | stuffed idiot: you need to let homeless dad go, it's what he would've wanted
18:46 | Raziel: Homeless dad is always at home
18:46 | BasedBug: Wow. Rest in Power
18:47 | Theblekedet: posthumous bear medals for them
18:49 | Marploah: rip
18:50 | Cool bug Fact's: F
18:51 | Mister Eko: Homeless dad...
18:51 | Rye Mountain: F
18:58 | CommanderMichael: PAIN dayo
19:00 | Rob G.: pain kuma 🐻‍❄
19:02 | Nasty Yukari: Ghosts of homeless dads, where are you!
19:04 | Shippo: for sure
19:05 | AnomalousRaven: F
19:06 | Zia: I'm sure it does
19:06 | imalittle cupcake: I'm sure if heaven exists, Beatani's singing will be there too 
19:07 | Destoroyar Fortress: Your voice was made in heaven
19:07 | Sheep: ahah
19:08 | Wayne Kerr: he is watching over us all now
19:10 | Börk Börk: Windows XP Hill is heaven
19:10 | Verijero: or maybe in gensokyo
19:11 | hohoemikuma: oh no
19:12 | BasedBug: Bros, are you in the hell>?
19:13 | pakkanen: Your voice not just reach to heaven, it will PIERCE to heaven
19:14 | Theblekedet: use the reverb so that they can hear you
19:14 | Shippo: i think dad's more likely to be in hell
19:15 | Absolute Link: oof
19:16 | Mister Eko: Most likely he's in hell, yes
19:18 | Tachi: Jigoku dad...
19:18 | Zia: I died many times so I can attest, it reaches
19:18 | フェットチーネ: only in heaven
19:19 | Steven Frati: Beatani's karaoke reaching to heaven and hell what a comfort!
19:19 | The Sword Art Online Dickriding Association: >hell
19:19 | (Verified, Moderator) Streamlabs: GhostOfHomelessDad just tipped $5.00 dayo!
19:21 | Cool bug Fact's: homeless dad in hell...
19:22 | Bob: not The Hell
19:22 | ThatVidyaGuy: Your voice made him go to heaven.
19:24 | max r: last i heard he was on the street waving a beatani banner
19:26 | Mew: Dad in the database
19:27 | Marploah: im going to heaven idk abt yall
19:29 | Raziel: Homeless dad is jamming out to this stream in Hell, it's all good!
19:29 | The Sword Art Online Dickriding Association: kek
19:30 | Tachi: HE-S HERE
19:32 | Rob G.: we live in hell already
19:32 | Theblekedet: lol
19:33 | hohoemikuma: dad's in the ground...
19:35 | Mew: There he is hello dad
19:37 | Mister Eko: KITTA
19:37 | imalittle cupcake: It did reach him
19:38 | Destoroyar Fortress: It reaches both sides
19:40 | Sheep: ENTER
19:41 | Verijero: kek
19:41 | BasedBug: THANK YOU DEAD DADS
19:44 | CantDood: HE LIVES
19:48 | BRAD AEON 720: 2 spooky 4 me
19:50 | BasedBug: MY DAD DIED LETS GOOOOOOOOOOOOOOOOOOOOOOOOOOOO
19:50 | Steven Frati: Our karaoke turned into a seance. 
19:51 | The Sword Art Online Dickriding Association: HE'S HERE
19:51 | Megiddo: the ghost, still supporting the bear from beyond the grave
19:54 | Hanabi: Heaven or Hell? LET'S ROCK
19:56 | Suukotto Funsha: It will reach throughout the entire universe
19:58 | Rye Mountain: Based homeless dad watching beatani even after death
19:59 | Bob: the message was received 
20:11 | Flux: its ogey
20:28 | stuffed idiot: even in death the supports his daughter
20:31 | Destoroyar Fortress: Yukkuri Bea
20:32 | Megiddo: Nice!
20:32 | hohoemikuma: ETSUKO YAKUSHIMARU!!!!
20:33 | Mister Eko: NIIIIIIIIIIIICE
20:34 | Sheep: yeeeess
20:35 | フェットチーネ: Oooh I love that song
20:38 | Shippo: pog
20:39 | Chloro [クロロ]: Ooh yakushimaru etsuko!
20:39 | Sol Codguy: based
20:40 | Mister Eko: great song!
20:42 | Destoroyar Fortress: NAISU NAISU BEA CHAN
20:43 | Tachi: Yeah!
20:44 | Flux: KINO
20:44 | Theblekedet: Sweet!
20:46 | Sheep: I love the song
20:49 | imalittle cupcake: Yah!
20:51 | Mechanized Doge: 聞くと多分分かる。
20:51 | Takeshi: yes!
20:53 | Marploah: really good anime
20:54 | rev: Yakushimaru Etsuko. Good taste!
21:00 | hohoemikuma: a soutaiseiriron song would be sick
21:00 | The Sword Art Online Dickriding Association: Oh shit Arakawa was one of the first anime I watched so many years ago
21:00 | Flux: BASED TASTE AS ALWAYS
21:09 | A A: Please udnerstand.
21:09 | Mew: :virtualhug::virtualhug:
21:11 | (Verified, Moderator) Streamlabs: Zia just tipped $4.44 dayo!
21:12 | Rye Mountain: BASED TASTE
21:13 | Alexander Holzer: Yah yah!
21:14 | R T: i love this song so much!!!
21:21 | Mister Eko: 🐻‍❄🎤🐻‍❄🎤🐻‍❄🎤
21:22 | Mechanized Doge: kek
21:29 | Shippo: 🧨🐻‍❄🧨
21:32 | BasedBug: 🐻‍❄🍀🐻‍❄🎶🐻‍❄
21:33 | hohoemikuma: 💙 🐻‍❄💙 🐻‍❄💙 🐻‍❄
21:36 | Megiddo: 🍀🐻‍❄🎤🎵
21:37 | hohoemikuma: SO CUTE
21:39 | Destoroyar Fortress: Why do I have a bucket on my head?
21:39 | Marploah: !!!!
21:40 | Mechanized Doge: 👌
21:45 | Bob: 🎶🐻‍❄🍀🎶🍀🐻‍❄🎶
21:45 | knowsur: kawaii
21:46 | imalittle cupcake: 🧨🐻‍❄🧨
21:49 | rev: 🎶🎶🎶
21:49 | Transcendental_ColonThree: 🍀🐻‍❄🎶🍀🐻‍❄🎶🍀🐻‍❄🎶🍀🐻‍❄🎶
21:52 | Alexander Holzer: 大好き
21:52 | Rye Mountain: 🍀🎶🐻‍❄🍀🎶
21:56 | ThatVidyaGuy: 🎶🐻‍❄🍀🎶🍀🐻‍❄🎶
21:57 | LoneRanger25: 🐻‍❄🎶🐻‍❄🎶🐻‍❄🎶🐻‍❄🎶🐻‍❄🎶
21:58 | Verijero: 🧨🐻‍❄🧨
21:59 | Jackku Chan: So good!
22:00 | Tachi: 🐻‍❄🎶🐻‍❄🍀🐻‍❄🎶🐻‍❄🍀🐻‍❄🎶🐻‍❄
22:04 | Marploah: !!!!!!!!!!!!!
22:05 | stuffed idiot: 🐻‍❄🎶
22:06 | Mew: 死者はなめるなあああああ！
22:06 | Shippo: 🧨🐻‍❄🧨
22:10 | hohoemikuma: 💙 🐻‍❄ 🎶 💙 🐻‍❄ 🎶 💙 🐻‍❄ 🎶 
22:11 | Margrave: 🐻‍❄🎶🐻‍❄🎶🐻‍❄🎶
22:12 | BasedBug: Dead dads, can you hear this?
22:12 | Megiddo: Hoshi was such a bro in this anime
22:17 | Alexander Holzer: ❤❤❤
22:20 | SanoVII: 🐻‍❄🐻‍❄🐻‍❄
22:21 | imalittle cupcake: 🧨🐻‍❄🧨
22:23 | Canna: hng
22:26 | Tachi: 🐻‍❄🎶🐻‍❄🍀🐻‍❄🎶🐻‍❄🍀
22:26 | ThatVidyaGuy: 🎶🐻‍❄🍀🎶🍀🐻‍❄🎶
22:29 | Mechanized Doge: absolutely lit
22:29 | Sol Codguy: 🎶🐻‍❄🎶🐻‍❄🎶
22:32 | Shippo: 🧨🐻‍❄🧨
22:40 | idreamofcorn: 🐻‍❄🎶🐻‍❄🎶🐻‍❄🎶
22:45 | max r: 🧨🐻‍❄🧨
22:48 | Alex santos: Ahh this takes me back
22:48 | The Sword Art Online Dickriding Association: 🐻❄️🎶🍀🐻❄️🎶🍀
22:52 | Destoroyar Fortress: 🧨🐻‍❄🧨
22:55 | ChefHART: this song is so good
22:56 | Megiddo: hard to believe this bear hadn't really done much karaoke before. She's so damn good
22:58 | rev: 🎶🎶🎶
22:58 | RueTobas: 🧨🐻‍❄🧨
22:58 | VampirkoO: 🧨🐻‍❄🧨
22:59 | BasedBug: 🐻‍❄🍀🐻‍❄🎶🐻‍❄
23:00 | Simón: ❤🐻‍❄❤🐻‍❄❤🐻‍❄❤🐻‍❄❤🐻‍❄❤🐻‍❄
23:09 | Andrew Ryan: 🐻‍❄🎶🎵🐻‍❄
23:10 | Mizuki Arisu: 🧨🐻‍❄🧨
23:11 | Hanabi: don't recognize the song but looking up the singer she's in Sotaisei Riron which I love, definitely need to research after stream
23:12 | Inaba: her singing is so cute bros..
23:15 | hohoemikuma: 💙 🐻‍❄ 🎶 
23:16 | Shippo: 🧨🐻‍❄🧨
23:17 | Mew: 🎶🎶🐻‍❄
23:21 | BasedBug: "I don't do karaoke" says the bear who is amazing at karaoke
23:22 | Theblekedet: 🧨🐻‍❄🧨
23:22 | Rye Mountain: 🧨🐻‍❄🧨
23:28 | james heller: I love this bear...
23:28 | Wayne Kerr: 🧨🐻‍❄🧨
23:30 | The Sword Art Online Dickriding Association: 🐻❄️🎶🍀🐻❄️🎶🍀
23:33 | Megiddo: 🍀🐻‍❄🎤🎵
23:33 | Dp: 🖊🐻‍❄🖊
23:36 | Rob G.: humble Bear
23:37 | Bob: 🎶🐻‍❄🍀🎶🍀🐻‍❄🎶
23:42 | Arcterion: 🍀🧨🐻‍❄🧨 🍀
23:42 | Sheep: 🎶🎶🎶
23:49 | rev: Have you sung on niconico in the past?
23:52 | Shippo: 🧨🐻‍❄🧨
24:02 | Qwazola: EY, EY, OKAY, OKAY
24:08 | hohoemikuma: 🐻‍❄🎤🎵 🐻‍❄🎤🎵 
24:09 | Cool bug Fact's: 🧨🐻🧨
24:12 | imalittle cupcake: 🧨🐻‍❄🧨
24:17 | idreamofcorn: 🐻‍❄🎶🐻‍❄🎶🐻‍❄🎶
24:20 | RueTobas: 🧨🐻‍❄🧨
24:21 | Mew: 🧨🐻‍❄🧨
24:22 | Destoroyar Fortress: 🧨🐻‍❄🧨
24:23 | Sol Codguy: 🎶🐻‍❄🎶🐻‍❄🎶
24:26 | The Sword Art Online Dickriding Association: 🐻❄️🎶🍀🐻❄️🎶🍀
24:28 | Mister Eko: 🐻‍❄🎤🐻‍❄🎤🐻‍❄🎤🐻‍❄🎤
24:33 | BasedBug: 👏👏👏 Bravo! Bravo!
24:34 | ThatVidyaGuy: 🐻‍❄🎶🐻‍❄🎶🐻‍❄🎶
24:34 | Kyle: 👏👏👏
24:35 | SanoVII: Sugoi Kuma! 🐻‍❄🐻‍❄
24:35 | (Verified, Moderator) Streamlabs: Satan just tipped $1.00 dayo!
24:36 | hohoemikuma: 👏👏👏👏👏👏
24:36 | Verijero: 88888888888
24:36 | みろこ[Miroko]: 888888
24:36 | Sinris: 👏
24:37 | Shippo: 888888888
24:38 | Tachi: 👏👏👏👏👏
24:40 | Wayne Kerr: 👏👏👏👏
24:40 | rev: 👏👏👏👏👏👏
24:40 | Sheep: I loved it!!!👏👏👏👏👏
24:40 | Suukotto Funsha: 👏👏👏👏
24:41 | idreamofcorn: YEAAAA
24:42 | Börk Börk: 88888888888888
24:42 | CommanderMichael: 8 8 8 8 8 8 8 8 8 8 8 8
24:43 | imalittle cupcake: 👏👏👏👏👏👏
24:43 | Mew: 👏👏
24:44 | Bob: 8888888888
24:44 | CantDood: cuteeee
24:44 | Marploah: 88888888888888
24:45 | The Sword Art Online Dickriding Association: 👏👏👏👏👏👏👏👏
24:45 | Chloro [クロロ]: 👏👏👏👏👏👏
24:45 | Inaba: 8888
24:45 | Mister Eko: 🥰🥰🥰🥰
24:45 | rev: 神曲
24:46 | パナナナダ: 888
24:47 | Cool bug Fact's: 👏👏👏👏👏
24:49 | james heller: Nice!
24:49 | stuffed idiot: nice job 👏
24:50 | Kofi: 👏👏👏👏👏👏👏👏👏
24:51 | gyroninja: 888888888
24:51 | フェットチーネ: Beautiful...I think the song really fits your voice
24:52 | Zia: 888888
24:52 | Nasty Yukari: Yay!
24:53 | VampirkoO: ８８８８８８８８８８８８８８８８８８
24:54 | BRAD AEON 720: 8888888
24:54 | MBmasher: 888888888
24:54 | Canna: 👏👏👏👏👏👏
24:55 | Takeshi: かわいい
24:57 | RueTobas: 👏👏👏👏
24:57 | Mew: It's expensive?
24:58 | Jessica: 👏👏👏
25:03 | LoneRanger25: 👏👏👏👏👏👏👏👏
25:04 | Megiddo: 888888888
25:04 | Theblekedet: 888888888888
25:06 | Sheep: lol
25:07 | Mechanized Doge: 自分もいつかカラオケに行きたいわ
25:08 | D. D.: "I can't think" lol
25:15 | Simón: beautiful 👏👏👏
25:15 | Mechanized Doge: 分かる。
25:16 | BasedBug: >RIGHT IN THE HEART
25:18 | ThatVidyaGuy: 👏👏👏👏👏👏👏👏👏👏👏👏👏
25:19 | Tachi: Aw
25:21 | Mew: Nintendo Switch has Joysound karaoke! Dads get on it! 
25:21 | Börk Börk: What about sister?
25:30 | Stray Wolf: 💔
25:31 | Destoroyar Fortress: Normie friends??
25:34 | hohoemikuma: need karaoke friends maybe...
25:34 | Marploah: rip
25:36 | stuffed idiot: sure, if you say so Beatani
25:37 | SanoVII: We are your friends
25:41 | Nasty Yukari: Same!
25:42 | Jessica: We'll sing with you
25:42 | Stray Wolf: rip 
25:43 | D. D.: No friends just like me
25:47 | Mechanized Doge: It's like your friends who play nothing but League of Legends all day even though you don't like the game.
25:47 | max r: we will believe her, right
25:51 | Destoroyar Fortress: Chihiro Karaoke Collab?
25:51 | Jackku Chan: Beatani your friends don't like Karaoke and they don't like English, what DO they like!?
25:52 | james heller: same
25:52 | The Sword Art Online Dickriding Association: It's okay we don't have friends either
25:53 | imalittle cupcake: Dad will sing with you
25:55 | Hanabi: why pay for karaoke when I can just fry my vocal cords while driving to work for free
26:15 | みろこ[Miroko]: Karaoke is a good place to get cheap drinks
26:17 | Megiddo: $100? wow
26:28 | BasedBug: I think she made way more than 10,000 yen at this point
26:29 | Mechanized Doge: 10AM to 7PM for a $100?
26:39 | Mew: For reference
26:40 | Rob G.: that's quite expensive imo
26:40 | Mew: 100-200 yen per 30 minutes on weekdays, 400-500 yen on weekends and 1,500-2,500 yen for free time.
26:41 | BRAD AEON 720: is it lame to go to karaoke with your dad
26:43 | Mechanized Doge: あ、そうですね
26:44 | Tachi: Ohh
26:44 | Chloro [クロロ]: That sounds pretty expensive
26:52 | Mechanized Doge: ohh my bad
26:53 | Rob G.: aaaaaa ok 😀 
26:56 | Absolute Link: oh that sounds more reasonable
26:56 | Megiddo: lol
27:01 | Chloro [クロロ]: oh okay ww
27:04 | SanoVII: 10$
27:08 | BasedBug: That's not bad at all
27:08 | Nasty Yukari: lole
27:09 | gyroninja: ooooooohh
27:11 | Verijero: 100000 yen?
27:17 | Megiddo: for how long?
27:19 | minus INT [マイナスイント]: $10
27:23 | max r: take it from the bear that is 150 meters tall...
27:32 | みろこ[Miroko]: That's almost the price of a cup ramen. Naisu
27:36 | BasedBug: ONE MILLION YEN?
27:38 | Megiddo: oh I thought they limited sessions by 30 minutes or an hour
27:44 | Verijero: OKKUSENMAN?
27:58 | Megiddo: that's a lot of singing
27:59 | The Sword Art Online Dickriding Association: $10 for all day? That's cheaper than my rent!
28:01 | パナナナダ: is karaoke banned now because of coronavirus?
28:04 | (Verified, Moderator) Streamlabs: AndrewRyan just tipped $124.63 dayo!
28:04 | Steven Frati: Drinking gin and juice while enjoying beatani's karaoke party.
28:16 | BasedBug: ANDREW RYAN
28:17 | (Verified, Moderator) Streamlabs: onii-chan just tipped $10.00 dayo!
28:19 | Mechanized Doge: one thousand = 千、ten thousand = 一万
28:24 | Megiddo: based Andrew yet again
28:28 | ThatVidyaGuy: Andrew returns!
28:29 | Steven Frati: Don't forget to run up your tab thanks to all the oil barons.
28:33 | BasedBug: I am not entitled to the sweat of my brow
28:39 | The Sword Art Online Dickriding Association: Based Rapture villain
28:43 | フェットチーネ: 🎉🎉🎉
28:46 | Mew: andrew paying for 12 days of karaoke
28:47 | Shippo: based Andrewsan
28:50 | Verijero: the oil barons!
28:55 | Suukotto Funsha: Based dads spoiling daughter
29:00 | Theblekedet: Rapture is paying well
29:07 | Takeshi: that's cheap
29:16 | rev: You should do it now!
29:18 | BasedBug: This is one hell of a first time doing it
29:23 | Megiddo: except the one on your channel?
29:27 | Megiddo: that's super cute
29:28 | SpaceTalon: ❤
29:35 | Andrew Ryan: 私は何時も一人カラオケです。I always to to the karaoke myself.
29:37 | gyroninja: but there's a cover on your channel?
29:58 | hohoemikuma: very cute cover!
29:58 | A A: Everyone does a King cover.
30:01 | Jessica: forgetful bear
30:04 | stuffed idiot: more covers in the future?
30:26 | Hanabi: I look forward to more in the future
30:26 | Megiddo: yes, more covers being planned
30:28 | (Verified, Moderator) Streamlabs: 錦糸町から門前仲町駅に引越ししたホームレス just tipped $1.00 dayo!
30:35 | BasedBug: Let's goooo
30:42 | Jessica: Be confident in your singing! It is lovely
30:48 | MiiMuu: the more bear the better!
30:55 | hohoemikuma: mr donut 草
30:56 | max r: oh homeless guy
30:58 | Lamb San: Hello Beatani !! your singing is very good
31:03 | Theblekedet: Yours are good too!
31:07 | LadyCaitlin0429: you're a great singer, we'd all love more covers
31:08 | BasedBug: Wow, so many homeless people tuning in
31:10 | Andrew Ryan: でもこの人はbeataniじゃない。
31:10 | Zia: Lot of good singers sure, but how many of them are bears?
31:15 | Verijero: who is (you)?
31:16 | パナナナダ: 歌わないと成長できないよ
31:16 | Andrew Ryan: those people aren't beatani
31:18 | stuffed idiot: Who is (You)?
31:22 | Lamb San: (you)
31:23 | Nasty Yukari: who is (you)
31:23 | パナナナダ: its okay keep singing and u will improve
31:24 | Absolute Link: lmao
31:24 | Chloro [クロロ]: who is (you)?
31:27 | CantDood: you meant who is you
31:28 | Cool bug Fact's: Homeless dads unite
31:41 | Mister Eko: homeless weeb-san...
31:43 | Rob G.: a weeb on whole new level
31:43 | Jackku Chan: Wow what a nerd!
31:47 | Raziel: Well he is a Japanese homeless guy
31:48 | stuffed idiot: homeless jp dad, or a homeless weeb dad?
31:49 | BasedBug: Homeless Dads VS Oil Barons
31:51 | Mew: Maybe hes lives Under Arakawa Bridge?
31:54 | Stray Wolf: who are (you)? 
31:57 | Theblekedet: homeless otaku-san
32:07 | _XnT: homeless emperor lol
32:20 | Tachi: Will you release original songs some day?
32:25 | Steven Frati: Homeless Dads AND Oil Barons supporting our bear daughter!
32:28 | WorthlessVagrant: CUTE AND FUNNY BEAR WE LOVE YOU 
32:36 | Raziel: Calling homeless guy a literally who
32:41 | ThatVidyaGuy: Beatani's channel is where the homeless and the rich come together!
32:45 | pakkanen: And now the Who - Who are you song start to play in your head!
32:52 | RueTobas: Update list?
33:05 | pakkanen: We won't get foold' again!
33:12 | Destoroyar Fortress: Donus hole? lol
33:13 | Verijero: 88888
33:15 | hohoemikuma: 🍩
33:16 | フェットチーネ: Yes
33:16 | minus INT [マイナスイント]: LESGOOOOO
33:17 | Megiddo: I think I do?
33:21 | Sheep: never heard of it
33:23 | Cake Cheese: LETS GOOOOOO
33:23 | minus INT [マイナスイント]: 🍩🍩🍩
33:24 | The Sword Art Online Dickriding Association: Dongus hole?
33:30 | rm: yes
33:32 | Tachi: Yes
33:33 | Theblekedet: I don't think so
33:36 | LadyCaitlin0429: donut hole is probably the only big hachi song i haven't listened to yet
33:37 | FerretParade: I want 
33:39 | Stray Wolf: yes
33:41 | BasedBug: 🐻‍❄🍀🐻‍❄🎶🐻‍❄
33:45 | FerretParade: some donuts right now
33:45 | imalittle cupcake: Let's goooooo
33:46 | Melon47: not familiar, actually
33:53 | Arcterion: Rockabilly?
33:53 | rev: Another great song!
33:53 | imalittle cupcake: 🧨🐻‍❄🧨
33:55 | Cool bug Fact's: 🧨🐻🧨🧨🐻🧨
33:55 | Shippo: 🧨🐻‍❄🧨
33:57 | Tachi: 🐻‍❄🎵🐻‍❄🍀🐻‍❄🎵🐻‍❄
33:57 | Raziel: Raise your glasses dads
34:01 | Bob: 🎶🐻‍❄🍀🎶🍀🐻‍❄🎶
34:01 | Jessica: 🧨🐻‍❄🧨🍩🧨
34:01 | BasedBug: Wow, going hard
34:02 | Megiddo: 🍀🐻‍❄🎤🎵
34:05 | The Sword Art Online Dickriding Association: 🐻❄️🎶🍀🐻❄️🎶🍀🐻❄️🎶🍀
34:06 | hohoemikuma: 🐻‍❄🎶🐻‍❄
34:07 | Raziel: 🍻
34:08 | Theblekedet: Damn!
34:10 | SpaceTalon: ❤ ❤ ❤ ❤ ❤ ❤ ❤ ❤ ❤ 
34:10 | Rye Mountain: 🍩🐻‍❄🍩
34:11 | Ante: cutest bear
34:15 | BasedBug: SPITTING FIRE!
34:15 | MBmasher: fast bear
34:19 | Sheep: 🎶🎶🎶🎶
34:21 | Tachi: 🐻‍❄🎵🐻‍❄🍀🐻‍❄🎵🐻‍❄
34:22 | Andrew Ryan: 🧨🐻‍❄🧨🧨🐻‍❄🧨
34:23 | Steven Frati: 🍩🐻‍❄🍩
34:23 | Verijero: seems like a hard song to sing, based bear
34:29 | CantDood: damn so smooth
34:31 | Simón: ❤🐻‍❄🎶❤🐻‍❄🎶❤🐻‍❄🎶❤🐻‍❄🎶
34:31 | Verijero: she is nailing it
34:32 | Sol Codguy: I listen to Yonezu Kenshi, but never heard his Hachi stuff. Definitely sounds like him though, lol.
34:32 | Wayne Kerr: 🔥
34:33 | Hanabi: 🧨🐻‍❄🧨
34:36 | estratos13: 🐻❄️🤘
34:37 | MBmasher: low bear
34:38 | Transcendental_ColonThree: 🍀🐻‍❄🎶🍀🐻‍❄🎶🍀🐻‍❄🎶🍀🐻‍❄🎶🍀🐻‍❄🎶
