-7:43 | (New member) XeniVari: 待機
1:00:45 | (New member) Absolute Link: it's always entertaining
1:00:45 | (New member) Tianfang's Adventures: bye bye thank you for stream
1:00:45 | (New member) Steven Frati: :_bea::_bea:
1:00:45 | (New member) Peer: :_bea::_bea:
1:00:46 | (New member) Kofi: bye
1:00:46 | (New member) TWAIN: :_bea::_bea:
1:00:46 | (New member) BRAD AEON 720: Bye bea
1:00:47 | (New member) XeniVari: Bea bea!
1:00:47 | (New member) The Flesh Is Weak: :_bea::_bea:
1:00:47 | (New member) Kyle: :_bea::_bea:
1:00:47 | (New member) The Pope: 10/10 stream, I already preemptively miss her
1:00:47 | Sheep: bea beaaaa!!
1:00:47 | (New member) Theblekedet: its very entertaining
1:00:47 | Cheese: take care, bye byeee
1:00:47 | (New member) OverMagnet: おつ:_bea:！
1:00:47 | (New member) Rye Mountain: :_bea::_bea:
1:00:48 | (New member) Raziel: :_bea::_bea: hope you have a great day
1:00:48 | (New member) No Body: thank you for the punishment!
1:00:49 | (New member) CantDood: :_bea::_bea:
1:00:49 | (New member) JackOfAllBlades [VTuber] [Clipper] [Pogger]: 👋🏻👋🏻
1:00:49 | (New member) Mastigos Wilkins: bbye
1:00:49 | (New member) Mister Eko: It was a great stream!
1:00:49 | (New member) Shippo: :_bea::_bea:
1:00:49 | Voltage: bea bea!
1:00:49 | (New member) BasedBug: Don't read Watamote!
1:00:50 | (New member) Idle Bear: bea bea
1:00:50 | (New member) Mechanized Doge: :_bea::_bea:
1:00:50 | (New member) LassesAffar: baibaibeabea
1:00:51 | minoreo: thanks for streaming beatani
1:00:51 | (New member) Kofi: :_bea::_bea:
1:00:51 | (New member) gyroninja: :_bea::_bea:
1:00:51 | (New member) ThatVidyaGuy: :_bea::_bea:
1:00:52 | (New member) Koruru: Thank for the stream!
1:00:52 | (New member) OverMagnet: :_bea::_bea:
1:00:53 | Woop Woop: Beatani... love!
1:00:53 | Andrew Ryan: ベアベア
1:00:53 | (New member) Mastigos Wilkins: wait
1:00:54 | (New member) Zyadarya: :_bea::_bea:
1:00:54 | (New member) Luginov: eh?!
1:00:56 | (New member) Nasty Yukari: PFffttt!!!
1:00:56 | Sheep: lmao
1:00:56 | (New member) Tachi: a-
1:00:56 | (New member) ThatVidyaGuy: ???
1:00:57 | (New member) The Flesh Is Weak: :_sprdo::_sprdo::_sprdo::_sprdo::_sprdo:
1:00:58 | (New member) Idle Bear: :_yah:
1:00:58 | (New member) Shippo: UH OH
1:00:58 | (New member) Sol Codguy: Bea bea!
1:00:58 | (New member) max r: No?!
1:00:59 | (New member) XenMaster220: we loved the stream bye bye:_bea::_bea:
1:01:00 | Voltage: BEATANI LOVE CHAIN
1:01:00 | Dr CEL: Bye Honey. Hi honey hi honey hi honey hi honey
1:01:00 | (New member) Tianfang's Adventures: ahhh oh no
1:01:00 | knull: LETS GOOOOOOO
1:01:00 | AtomicBanana 55: What do you mean, this was great.
1:01:00 | john: ???
1:01:00 | (New member) Theblekedet: but wait
1:01:00 | (New member) misc: e
1:01:00 | Your Local Weeb: this stream was pretty entertaining in my book
1:01:01 | (New member) Firstname Lastname: !
1:01:01 | (New member) Stray Wolf: :_bea::_bea::_bea:
1:01:01 | (New member) Kyle: Wha-?
1:01:01 | (New member) Mechanized Doge: え
1:01:02 | (New member) Mister Eko: :_sprdo:
1:01:02 | (New member) Moeniki: eh?!
1:01:02 | (New member) A A: I was entertained.
1:01:02 | (New member) 77Yuja_: ???
1:01:03 | (New member) Neko Mikuri 寝込みくり: あっ
1:01:03 | (New member) Suukotto Funsha: Oh?
1:01:03 | (New member) Mechanized Doge: やべ
1:01:03 | (New member) TWAIN: WHAT
1:01:03 | Question Box: OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOHHHHHHHHHHHHHHH
1:01:03 | (New member) XenMaster220: No?
1:01:03 | (New member) Fake Name: OHADAYO?
1:01:04 | kaiserschmarrn_: LETS GOOOOOOO
1:01:04 | (New member) Mastigos Wilkins: dumb baiting bea
1:01:04 | Arcus crundelic: noooooooooooooo
1:01:04 | (New member) Shippo: oh nonononononono
1:01:04 | (New member) Kofi: oh? worm?
1:01:04 | (New member) Absolute Link: wait what
1:01:04 | (New member) Canna: BAKA 
1:01:05 | (New member) BRAD AEON 720: n-nani
1:01:05 | Voltage: bea loveeee
1:01:05 | (New member) Jacob: :_sprdo:
1:01:06 | (New member) クラガリ葉月: えええ
1:01:06 | (New member) Rye Mountain: Punishment time?!
1:01:07 | TheHighestNativeGod: punishment!!!
1:01:08 | (New member) AnomalousRaven: □
1:01:08 | kaiserschmarrn_: LETS GOOOOOOOOOOOOOOO
1:01:08 | (New member) TWAIN: NOOOOOO
1:01:09 | (New member) Nasty Yukari: EIEN STREAM!!??
1:01:09 | Question Box: LETS GOOOOOOOOOOOOOOOOOOOOOOOOO
1:01:09 | (New member) Raziel: Oh shit dads we're going to get punished
1:01:10 | (New member) ユーネ: え?
1:01:10 | (New member) Ekigo: ???
1:01:10 | (New member) The Pope: !?????!!!???
1:01:10 | Andrew Ryan: ‼‼‼‼
1:01:10 | (New member) Stray Wolf: what? 
1:01:11 | (New member) imalittle cupcake: PLAYED LIKE A DAMN FIDDLE
1:01:11 | VerticalCloud: gottus
1:01:12 | (New member) Sol Codguy: !!!
1:01:12 | Arcus crundelic: sleeeepp
1:01:12 | Mr. Gillespie: Punished Bea "A bear denied her medz"
1:01:12 | AtomicBanana 55: ??????
1:01:13 | (New member) Randel Shurker: SHE BAITED US DADS!
1:01:14 | (New member) Mechanized Doge: タイトルどうりだ！！
1:01:15 | Horror: Oh ?!
1:01:15 | Dr CEL: 😘😘😘😘😘😘😘😘
1:01:15 | TheHighestNativeGod: MONOBEATANI
1:01:15 | (New member) A A: Naked dogeza
1:01:16 | Mizuki Arisu: MORE BEA
1:01:16 | (New member) Verijero: i miss he-
1:01:16 | Voltage: waaittt
1:01:16 | (New member) Koruru: :_sprdo:
1:01:16 | (New member) Mew: BATSU TIME
1:01:16 | (New member) Xayn: oh shid :_sprdo::_sprdo::_sprdo: monoguma :_sprdo::_sprdo::_sprdo:
1:01:17 | (New member) BasedBug: Oh boy..
1:01:17 | (New member) XenMaster220: fuck, got jebaited
1:01:17 | Your Local Weeb: nani
1:01:20 | (New member) ユーネ: えええ
1:01:20 | kaiserschmarrn_: YESSSSSSS
1:01:21 | (New member) Luginov: OH YES
1:01:21 | (New member) Suukotto Funsha: Batsu game?
1:01:22 | (New member) The Pope: Oh YEAH
1:01:22 | (New member) Theblekedet: punsihment let's goooo
1:01:22 | (New member) TWAIN: DM REVIEW
1:01:22 | sp33d4l0l: DM REVIEW
1:01:22 | (New member) Firstname Lastname: EXPOSE THEM
1:01:23 | (New member) ユーネ: :_sprdo::_sprdo::_sprdo:
1:01:23 | Dr CEL: SPANKING
1:01:23 | (New member) Kofi: worm???
1:01:24 | (New member) クラガリ葉月: Oh boy!
1:01:24 | (New member) Neko Mikuri 寝込みくり: あ、きちゃｗ
1:01:24 | (New member) Tianfang's Adventures: :_sprdo: dm readz
1:01:25 | (New member) CantDood: I knew there was going to be a twist
1:01:25 | (New member) max r: LOL OMG
1:01:26 | AtomicBanana 55: YOOOOOOOOOOOOOOOOO
1:01:26 | (New member) Nasty Yukari: Break em out!!!!
1:01:27 | Cheese: oh god
1:01:27 | (New member) Moeniki: DM :_kita::_kita:
1:01:27 | (New member) The Flesh Is Weak: IKUZOOOOOOOOOOOOOOOOOOOOOOOO:_sprdo::_sprdo::_sprdo::_sprdo::_sprdo:
1:01:27 | Voltage: LETSS GOOOO
1:01:28 | (New member) OverMagnet: Haa haa punish me Beatani!
1:01:28 | (New member) Raziel: 😲😲😲
1:01:28 | (New member) gyroninja: □□□□□□□□□□□□
1:01:29 | (New member) Riptide Maurader: nice
1:01:29 | Dr CEL: SAY IT
1:01:30 | (New member) ユーネ: :_sprdo::_sprdo::_sprdo:
1:01:30 | (New member) Fake Name: Reading DMs? Oh noooo
1:01:30 | (New member) gyroninja: □□□□□□□
1:01:30 | (New member) LoneRanger25: OJISAN DMS LET'S GOOOOOOOOOOOOO
1:01:31 | (New member) skrong: OH NO NO NO
1:01:31 | Your Local Weeb: sheiiiit
1:01:31 | (New member) gyroninja: □□□□
1:01:32 | (New member) Margrave: Oh no....
1:01:32 | Horror: LET'S GOOOO
1:01:32 | Brandon21: OH BOY
1:01:33 | (New member) OverMagnet: :_kita::_kita::_kita:
1:01:33 | (New member) Stray Wolf: do it 
1:01:34 | Dr CEL: say Hi Hiney
1:01:35 | TheHighestNativeGod: holy shit 
1:01:36 | AtomicBanana 55: Best bait ever!
1:01:36 | (New member) BasedBug: LETS GOOOOOOOOOOOOOOOOOOOOOOO
1:01:36 | (New member) Firstname Lastname: BASED BASED BASED BASED
1:01:37 | (New member) OverMagnet: □□□
1:01:38 | (New member) Luginov: □□□
1:01:38 | (New member) Matthew: IKZ
1:01:38 | (New member) Steven Frati: :_kita:
1:01:40 | (New member) AnomalousRaven: □
1:01:41 | (New member) misc: 草
1:01:41 | (New member) CantDood: LET'S FUCKING GOOOOOOOOOOOOO
1:01:41 | (New member) BasedBug: CALL THEM OUT, CALL THEM OUT
1:01:41 | Voltage: DM REVIEW LETSS GOOO
1:01:43 | Dr CEL: ❤❤❤ Say Hi Honey
1:01:48 | (New member) ThatVidyaGuy: □□□□□□
1:01:51 | Dr CEL: DO IT DO IT DO IT
1:01:52 | (New member) Tachi: Blood!
1:01:52 | (New member) Theblekedet: kek
1:01:54 | (New member) クラガリ葉月: □□□□□
1:01:54 | (New member) Mister Eko: THIS CRINGE IS TOO MUCH
1:01:55 | (New member) LoneRanger25: :_kita::_kita::_kita:
1:01:55 | Sheep: OHNONON
1:01:56 | (New member) 77Yuja_: foolish questions...
1:01:58 | (New member) Antonio Badilla: wtf? you guys said she was having sex!
1:02:00 | (New member) Suukotto Funsha: Oh no
1:02:00 | Horror: PUBLIC EXECUTIONS LET'S GOO
1:02:00 | (New member) CantDood: □
1:02:01 | (New member) Canna: From the top ropes 
1:02:02 | (New member) BasedBug: This immediately turned into a 100/10 stream
1:02:02 | Voltage: basedddd
1:02:03 | (New member) OverMagnet: IKZ!!!
1:02:03 | (New member) Koruru: □:_bea:
1:02:04 | (New member) max r: Holy based
1:02:06 | TheHighestNativeGod: based!
1:02:06 | (New member) Zyadarya: :_kita:
1:02:13 | (New member) Sol Codguy: □□□□
1:02:14 | (New member) Mechanized Doge: やべ、俺は無実です。
1:02:14 | Mr. Gillespie: oh no..
1:02:15 | (New member) Tachi: Based.
1:02:16 | Mobius: Stream went from cringe to based real fast
1:02:19 | Your Local Weeb: rip to all the people who left
1:02:21 | (New member) OverMagnet: YAB
1:02:22 | kaiserschmarrn_: public execution
1:02:22 | (New member) Mister Eko: the punishment was for us
1:02:24 | (New member) Zed: based
1:02:26 | (New member) Fake Name: DO IT
1:02:27 | (New member) max r: □
1:02:29 | (New member) Peer: :_sprdo:
1:02:29 | Six Majin X: woo let's go
1:02:30 | (New member) The Flesh Is Weak: :_sprdo:coin to the moon
1:02:30 | (New member) ThatVidyaGuy: MY DAUGHTER IS MURDERING OJISANS LETS GOOOOOOOOOOOO
1:02:35 | (New member) 77Yuja_: foolish dads naked dogeza now
1:02:35 | (New member) OverMagnet: KUSA
1:02:36 | Dr CEL: Say Hi Honey
1:02:36 | (New member) Moeniki: :_kita:
1:02:37 | (New member) Kofi: fucking foolish...
1:02:39 | (New member) Theblekedet: heh
1:02:39 | Sheep: GOMI
1:02:40 | Horror: Prepare for Cringe lmao
1:02:47 | (New member) CantDood: :_nukutea:
1:02:49 | (New member) クラガリ葉月: We've gone from 0 to 100 boys.
1:02:51 | (New member) Mister Eko: this bear is too based
1:02:53 | AtomicBanana 55: Fetching cringe
1:02:53 | (New member) LassesAffar: ojisan execution LOVE
1:02:55 | (New member) BasedBug: Foolish Oji-sans!
1:02:57 | (New member) max r: POV: You are the cringe listener who sent this DM
1:02:59 | (New member) Fake Name: I've prepared a special punishment for the Ultimate Ojisan!
1:03:01 | Arcus crundelic: ohhh
1:03:02 | (New member) Raziel: SELL OJICOIN
1:03:08 | (New member) OverMagnet: Guerilla Execution TIME
1:03:08 | Voltage: can you block drcell from chat?
1:03:13 | The Patron Simp: This bear straight up calls everyone cringe, entertainment has truly never been greater than now
1:03:16 | (New member) Tianfang's Adventures: lets goo
1:03:20 | Dr CEL: hi cute funny honey 🥒🥒🥒❤❤❤😘
1:03:33 | (New member) 77Yuja_: kek shes showing them too
1:03:34 | Voltage: drcell, CRINGE
1:03:34 | (New member) Neko Mikuri 寝込みくり: 見える
1:03:35 | (New member) Atomsk: i'm going to be exposed...
1:03:36 | (New member) BasedBug: Even a cringestream can turn based, incredible
1:03:36 | (New member) Nasty Yukari: Yep
1:03:37 | (New member) Shippo: oh no no no no no no
1:03:39 | Sheep: decent question
1:03:39 | (New member) LoneRanger25: FOOLISH DAD
1:03:41 | (New member) The Flesh Is Weak: ...?:_sprdo:
1:03:41 | (New member) imalittle cupcake: wtf 
1:03:42 | (New member) Theblekedet: hahahaha
1:03:44 | (New member) ThatVidyaGuy: Guy's I just set a 10000x long on my bearcoin:_sprdo:
1:03:46 | (New member) CantDood: illiterate dad...
1:03:46 | Horror: oh nonono
1:03:47 | (New member) Idle Bear: remote kids?
1:03:47 | (New member) Moeniki: oil balon only 
1:03:49 | (New member) BasedBug: CRINGE
1:03:53 | (New member) Matthew: Reading reps...
1:03:54 | (New member) TWAIN: not cringe, just dumb
1:03:59 | (New member) Stray Wolf: remote kids? 
1:03:59 | (New member) A A: emote kids sad.
1:04:00 | (New member) max r: WHY
1:04:00 | (New member) Margrave: Baka...
1:04:01 | Question Box: REMOTE HATE 
1:04:01 | (New member) Theblekedet: CRINGE
1:04:02 | (New member) Suukotto Funsha: Oh he can't read
1:04:02 | (New member) anonEDM: emote kids*
1:04:03 | (New member) Mechanized Doge: >remote kids lmao
1:04:03 | (New member) Tianfang's Adventures: I expected worse not gunna lie 
1:04:05 | Sheep: he doesn't like to read
1:04:05 | (New member) CommanderMichael: is it even necessary?
1:04:05 | (New member) Xayn: 5 DOLLARS A MONTH
1:04:06 | (New member) Koruru: Dad, your reading reps..
1:04:07 | (New member) Rye Mountain: His reading reps...
1:04:08 | (New member) The Pope: Steel CEO Oil Baron BP Chairman tier only
1:04:08 | (New member) Sol Codguy: cringe (r)emote kids
1:04:08 | (New member) Luginov: he can't even read..
1:04:09 | (New member) OverMagnet: AHODA!
1:04:09 | (New member) ユーネ: foolish dad
1:04:10 | (New member) Tachi: Read baka READ
1:04:11 | (New member) Canna: Use your eyes 
1:04:11 | (New member) 77Yuja_: foolish emote kids...
1:04:12 | (New member) Verijero: remote kids KEK
1:04:12 | (New member) gyroninja: cringe
1:04:13 | (New member) Mister Eko: remote kidchama...
1:04:13 | (New member) Stray Wolf: Emo kids 
1:04:13 | (New member) BRAD AEON 720: it may have been me
1:04:14 | (New member) ユーネ: CRINGE
1:04:14 | (New member) Mechanized Doge: REMOTE 🤣
1:04:14 | Question Box: REMOTE HATE
1:04:15 | (New member) クラガリ葉月: We were double baited. This is an elaborate ad.
1:04:16 | Mr. Gillespie: lol
1:04:17 | Your Local Weeb: I diagnose this bear as being chronically based
1:04:18 | Dr CEL: Its a good question
1:04:19 | (New member) Suukotto Funsha: Remember your reading reps
1:04:20 | (New member) TWAIN: "R"emote kids lmao
1:04:20 | Cheese: dad...
1:04:20 | (New member) BasedBug: Remote CRINGE
1:04:21 | (New member) No Body: eigo muzukashii
1:04:21 | (New member) Moeniki: >remote kids
1:04:21 | (New member) AnomalousRaven: concern dad
1:04:21 | (New member) CommanderMichael: WTF is remote?
1:04:22 | (New member) Firstname Lastname: poor dads AWAY
1:04:22 | (New member) Neko Mikuri 寝込みくり: レップスやらなかった人ｗ
1:04:24 | _XnT: Reading is for plebs, I always have someone else read for me
1:04:24 | stuffed idiot: that's pretty bad
1:04:26 | (New member) OverMagnet: YOME NIGGA YOME
1:04:26 | Brandon21: Remote Bros rise up!
1:04:27 | (New member) LoneRanger25: Remote kids... HATE
1:04:31 | (New member) max r: >remote kid
1:04:33 | (New member) imalittle cupcake: Remote kids are actually illiterate children...
1:04:36 | (New member) Moeniki: emote kids, time to upgrade
1:04:37 | (New member) CantDood: probably phone autocorrect
1:04:40 | james heller: Idiot dad
1:04:46 | (New member) Neko Mikuri 寝込みくり: 誤字ってたｗ
1:04:47 | (New member) Steven Frati: Remote Kids is a contraction of Reddit Emote Kids
1:04:48 | Dr CEL: Hes right. he asked a very good question, shut up
1:04:48 | Mr. Gillespie: REMOTE CRINGE
1:04:49 | (New member) Firstname Lastname: what a dumb dad
1:04:49 | Sheep: kek
1:04:49 | (New member) CantDood: hate when that happens too
1:04:51 | (New member) Mechanized Doge: マジワロタ、本当マジで！
1:04:51 | (New member) max r: DO YOUR REPS
1:04:52 | (New member) BasedBug: She's hiding the names!
1:04:53 | (New member) Riptide Maurader: that dm is just sad
1:04:53 | (New member) 77Yuja_: show profile picture for the final solution
1:04:53 | (New member) CommanderMichael: DM BTFO
1:04:55 | Question Box: REMOTE HATE
1:04:57 | (New member) Mister Eko: lol
1:04:57 | (New member) Raziel: Imagine not doing your reps
1:04:57 | Alexander Holzer: oof
1:04:57 | Herbie Cucumber: based
1:04:57 | Woop Woop: lmao
1:04:58 | (New member) The Flesh Is Weak: mean Guma...:_sprdo:
1:04:58 | (New member) Antonio Badilla: eop are not smart
1:04:59 | (New member) クラガリ葉月: BTFOOOO
1:05:00 | (New member) BasedBug: Who is (you)?
1:05:05 | (New member) Satorin_Komeiji: BASED
1:05:06 | (New member) Fake Name: REPS DAD
1:05:07 | kaiserschmarrn_: public fucking execution
1:05:09 | VerticalCloud: lmaoo
1:05:09 | knull: LMAO
1:05:09 | (New member) TWAIN: BTFO
1:05:12 | Dr CEL: HES RIGHT
1:05:12 | (New member) Firstname Lastname: □
1:05:13 | 123457474869: loooooooooooooool
1:05:13 | (New member) Steven Frati: Our daughter is a petty bear!
1:05:14 | (New member) Mew: PUNISHMENT! :_kita::_kita::_kita:
1:05:14 | Cheese: ooooh snap
1:05:14 | (New member) Stray Wolf: he isn't very smart 
1:05:14 | (New member) Tachi: Destroyed
1:05:17 | Horror: Go Off Bea !!
1:05:17 | (New member) OverMagnet: NUKED FROM ORBIT
1:05:17 | (New member) Tuffee: holy based
1:05:17 | (New member) Matthew: Stop he's already dead!
1:05:18 | (New member) Margrave: lol
1:05:18 | (New member) 77Yuja_: basado
1:05:19 | (New member) No Body: lol thats cels dm
1:05:19 | Sheep: I think that's a conversation started lmao
1:05:19 | (New member) Megiddo: based
1:05:21 | Your Local Weeb: show the names plox
1:05:21 | (New member) CommanderMichael: ultimate BTFO montage
1:05:21 | Herbie Cucumber: lmao
1:05:22 | (New member) BasedBug: BEAT HIS ASS
1:05:23 | (New member) The Pope: Lmao she's so offended by this
1:05:24 | (New member) Mayor Martin: :_kita:
1:05:24 | (New member) LassesAffar: □□□
1:05:25 | (New member) CantDood: DESTROYED
1:05:26 | Voltage: drcell shish
1:05:28 | Question Box: B T F O B T F O B T F O
1:05:28 | (New member) XenMaster220: Punishment
1:05:31 | (New member) Firstname Lastname: kino segment
1:05:31 | Dr CEL: KINO QUESTION
1:05:31 | (New member) クラガリ葉月: □□□:_sprdo:
1:05:32 | (New member) CommanderMichael: □
1:05:32 | (New member) david johnston: holy shit i just watched a murder
1:05:33 | (New member) LoneRanger25: Bea please he's already dead... keep going!
1:05:33 | (New member) Fake Name: @Dr CEL ojisan spotted
1:05:36 | Brandon21: >He cant read
1:05:37 | _XnT: rekt
1:05:41 | john: jiisan on suicide watch
1:05:42 | (New member) Sol Codguy: illiterate emote kids in shambles
1:05:45 | (New member) Mister Eko: remote kid-kun did his best...
1:05:48 | stuffed idiot: STOP HE'S ALREADY DEAD
1:05:53 | Voltage: DESTROY DRCELL LIVEEE
1:05:54 | (New member) 77Yuja_: emote kids BTFO
1:05:54 | (New member) Nasty Yukari: He tried...
1:05:55 | Dr CEL: Not bad question, hes right and thats not me, dm is ok
1:06:00 | Cheese: Remote kid-san
1:06:08 | (New member) OverMagnet: Not Ojisan but Kusogaki because he can't read!
1:06:10 | KaiserKrieger: OH NO WE GOT TOO COCKY REMOTEBROS
1:06:15 | (New member) Stray Wolf: Shut up Dr cringe
1:06:15 | Voltage: its drcellllll
1:06:16 | (New member) Neko Mikuri 寝込みくり: 草
1:06:17 | kaiserschmarrn_: ''HOLY
1:06:18 | (New member) Matthew: □
1:06:18 | (New member) The Flesh Is Weak: □□□
1:06:19 | (New member) Ekigo: kek
1:06:19 | (New member) Luginov: damn
1:06:19 | (New member) Mechanized Doge: NUKED
1:06:20 | (New member) Theblekedet: ahahaha
1:06:21 | Woop Woop: LOL
1:06:22 | (New member) Mister Eko: poor guy
1:06:22 | (New member) Kofi: lol'd
1:06:23 | (New member) Canna: Brutal 
1:06:24 | (New member) hohoemikuma: □
1:06:24 | (New member) クラガリ葉月: BANNED FROM THE FAMILY
1:06:24 | (New member) Luginov: □□
1:06:25 | (New member) No Body: oh snap
1:06:26 | (New member) Theblekedet: □□□□
1:06:26 | (New member) ユーネ: :_sprdo::_sprdo::_sprdo:
1:06:26 | (New member) Firstname Lastname: LOOOOOOOL
1:06:27 | Voltage: cringe DRCELL
1:06:28 | (New member) TWAIN: lmaooooo
1:06:28 | (New member) 77Yuja_: he cant afford games...
1:06:30 | ZVN: LOL
1:06:30 | (New member) LoneRanger25: □
1:06:32 | (New member) TWAIN: □
1:06:32 | knull: groom someone else
1:06:33 | (New member) ユーネ: □
1:06:33 | (New member) david johnston: □□
1:06:34 | (New member) Firstname Lastname: □□□□□□
1:06:34 | (New member) gyroninja: □□□
1:06:34 | (New member) LassesAffar: :_nukutea:
1:06:34 | (New member) BasedBug: YOU'RE NOT WELCOME HERE
1:06:34 | (New member) Neko Mikuri 寝込みくり: あつがｗ
1:06:35 | (New member) Rye Mountain: lmao
1:06:35 | Mauthe Doog: wew
1:06:36 | VerticalCloud: love it lmao
1:06:36 | (New member) skrong: lmao
1:06:36 | (New member) imalittle cupcake: □□□
1:06:38 | (New member) Suukotto Funsha: Get rekt cringe dad
1:06:39 | kaiserschmarrn_: this is unreal
1:06:39 | (New member) CommanderMichael: Hello, □ Department?
1:06:39 | TheHighestNativeGod: ojisan.... 
1:06:39 | (New member) Tianfang's Adventures: Oof
1:06:39 | Horror: oh no no no
1:06:40 | (New member) Lazm: Drag 'em
1:06:40 | (New member) Idle Bear: □
1:06:41 | (New member) Riptide Maurader: □
1:06:42 | KaiserKrieger: KEK
1:06:43 | (New member) Moeniki: □□
1:06:44 | (New member) Firstname Lastname: this is brutal
1:06:46 | (New member) BasedBug: LMAO
1:06:46 | (New member) Raziel: the hard sell
1:06:48 | (New member) AnomalousRaven: そのDMはべあたにがべきいいです。間違いできるね？
1:06:48 | (New member) XenMaster220: □
1:06:48 | (New member) ユーネ: no chill
1:06:49 | AtomicBanana 55: Oog
1:06:49 | (New member) anonEDM: □
1:06:49 | (New member) billy joe【liar】: □
1:06:49 | (New member) Jacob: □□□□
1:06:50 | Brandon21: BASED
1:06:50 | (New member) misc: :_sprdo:
1:06:50 | (New member) CantDood: Jesus Christ this is a fine roast
1:06:51 | (New member) The Pope: She's going in on this dude lmao
1:06:52 | (New member) LoneRanger25: Remote kids AWAY
1:06:52 | AtomicBanana 55: lmao
1:06:52 | kaiserschmarrn_: this guy will never recover
1:06:53 | (New member) The Flesh Is Weak: S:_sprdo:S:_sprdo:S:_sprdo:
1:06:56 | (New member) ユーネ: :_sprdo::_sprdo::_sprdo:
1:06:57 | (New member) Fake Name: B A S E D
1:06:57 | (New member) Mister Eko: remote kid... please... 
1:06:58 | (New member) Nasty Yukari: oh no dot mp3 dot wav
1:07:00 | (New member) Theblekedet: BTFO'D
1:07:01 | (New member) Stray Wolf: lol 
1:07:01 | Sheep: i'm dying
1:07:01 | (New member) BasedBug: This is the best punishment
1:07:02 | (New member) ユーネ: damn
1:07:02 | (New member) Tachi: BTFOd
1:07:03 | (New member) Suukotto Funsha: □ kuma
1:07:05 | (New member) CommanderMichael: :_sprdo:□
1:07:05 | (New member) No Body: fukin destroyed
1:07:06 | (New member) OverMagnet: 森
1:07:06 | (New member) Sol Codguy: □:_bea:
1:07:07 | (New member) クラガリ葉月: REMOVED
1:07:09 | (New member) max r: □
1:07:10 | Alexander Holzer: hahahaha
1:07:10 | (New member) ユーネ: he is fucking dead
1:07:10 | (New member) ThatVidyaGuy: B T F O
1:07:11 | KaiserKrieger: REMOTEKEKS WE GOT TOO COCKY
1:07:12 | Mr. Gillespie: lmao
1:07:12 | (New member) Peer: :_sprdo:□
1:07:12 | Your Local Weeb: ouch
1:07:12 | (New member) Mister Eko: lol
1:07:16 | (New member) Moeniki: BTFO
1:07:16 | The Patron Simp: Absolutely Based
1:07:17 | (New member) ユーネ: :_sprdo:
1:07:19 | (New member) david johnston: stop bea he is already dead...
1:07:20 | (New member) Rye Mountain: I can grill meat on this roasting
1:07:20 | (New member) Antonio Badilla: groomers btfo
1:07:20 | (New member) BasedBug: UNHINGED
1:07:20 | sp33d4l0l: D E L E T E D
1:07:22 | (New member) TWAIN: brutal...
1:07:23 | (New member) CommanderMichael: ULTRA □ 
1:07:23 | (New member) ThatVidyaGuy: □
1:07:24 | Dr CEL: Hes right. its a good question
1:07:25 | (New member) Tianfang's Adventures: Savagery max
1:07:25 | Cheese: 🗡🐻
1:07:25 | (New member) 77Yuja_: 嫌いじゃない、大嫌い
1:07:26 | Brandon21: Meds status = AWAY
1:07:26 | ZVN: My daughter is too based
1:07:26 | Alexander Holzer: Holy shit it just gets better
1:07:27 | Your Local Weeb: remote-kun btfo'd
1:07:28 | eeo: I don't hate you but I don't want to see you ever again🙂
1:07:28 | (New member) Nasty Yukari: Damn, she can't even spend energy hating him...
1:07:30 | (New member) The Flesh Is Weak: who raised her like this...
1:07:30 | (New member) Mechanized Doge: jesus christ, brutal
1:07:31 | (New member) OverMagnet: Bea is strict but forgiving.
1:07:32 | (New member) billy joe【liar】: Bruh he'
1:07:33 | (New member) Ark K.: be a family
1:07:37 | (New member) billy joe【liar】: He's dead
1:07:39 | AtomicBanana 55: "I don't hate you, but we shouldn't talk ever again"
1:07:41 | (New member) LoneRanger25: This guy is gonna bungie jump into a volcano 
1:07:42 | Woop Woop: slaughtered
1:07:44 | Horror: F
1:07:46 | (New member) Mister Eko: >I don't hate you
1:07:47 | (New member) Xayn: The music makes it so much better
1:07:49 | Dr CEL: Good question good question good question good question
1:07:49 | Question Box: >one dislike
1:07:52 | Voltage: 🗡️ 🍀🐻‍❄️🍀🐻‍❄️🍀🍀
1:07:57 | (New member) max r: I dont hate you but please stop coming to my stream
1:08:00 | (New member) BasedBug: Don't speak ill of the dead
1:08:02 | (New member) Mechanized Doge: ああ、良くわかる
1:08:04 | (New member) Neko Mikuri 寝込みくり: 尻が重いやつｗ
1:08:04 | (New member) Stray Wolf: "this is how an anti is born" 
1:08:05 | Sheep: after this I don't think he's gonna stick around KEK
1:08:07 | (New member) No Body: cel seething lmao
1:08:11 | (New member) Koruru: >seething
1:08:14 | (New member) Canna: Denial sets in 
1:08:15 | (New member) LoneRanger25: >I don't hate you but fuck you and never come back
1:08:25 | (New member) BasedBug: >sneethe
1:08:28 | (New member) TWAIN: i'm still laughing at remote kids
1:08:29 | (New member) XenMaster220: Cringe DM sender was Killed!!□
1:08:29 | (New member) CantDood: CEL dad are you okay
1:08:30 | Voltage: DED CELLL
1:08:32 | (New member) Mechanized Doge: take your time
1:08:34 | (New member) Mister Eko: >I don't hate you, don't ever talk to me or Listener-chan again
1:08:36 | Voltage: deddcelll
1:08:41 | (New member) CommanderMichael: somebody call an ambulance for cel
